[2150, 1329]
[folio, [462.0, 129.0, 367.0, 36.0], shoonya_3sGUI368M3IGQT, 5691732]
[folio, [114.0, 135.0, 219.0, 36.0], shoonya_0sL4T24D99BJQ4, 5691732]
[paragraph, [351.0, 219.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 255.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 291.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 327.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 363.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 399.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 435.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 471.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 507.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 543.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 579.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 615.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 651.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 687.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 723.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 759.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 795.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 831.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 867.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 903.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 939.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 975.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1011.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1047.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1083.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1119.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1155.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1191.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1227.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1263.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1299.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1335.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1371.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1407.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [351.0, 1443.0, 614.0, 36.0], shoonya_4sFIGG0S8F4G5T, 5691732]
[paragraph, [363.0, 1478.0, 541.0, 36.0], h8ox1D_6MT, 5691732]
[paragraph, [363.0, 1514.0, 541.0, 36.0], h8ox1D_6MT, 5691732]
[paragraph, [363.0, 1550.0, 541.0, 36.0], h8ox1D_6MT, 5691732]
[footnote, [136.0, 1675.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
[footnote, [136.0, 1711.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
[footnote, [136.0, 1747.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
[footnote, [136.0, 1783.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
[footnote, [136.0, 1819.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
[footnote, [136.0, 1855.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
[footnote, [136.0, 1891.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
[footnote, [136.0, 1927.0, 1039.0, 36.0], shoonya_1s0WV96FZZ0XMI, 5691732]
