[842, 596]
[section-title, [217.0, 122.0, 164.0, 30.0], OXz8VcQv7m, 5688740]
[sub-section-title, [218.0, 158.0, 161.0, 25.5], nUqllvyAzn, 5688740]
[ordered-list, [66.0, 198.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 216.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 234.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 252.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 270.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 288.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 306.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 324.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 342.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 360.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 378.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 396.0, 460.0, 18.0], ALtAac8Org, 5688740]
[ordered-list, [66.0, 414.0, 460.0, 18.0], ALtAac8Org, 5688740]
[reference, [66.0, 460.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 478.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 496.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 514.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 532.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 550.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 568.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 586.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 604.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 622.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 640.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 658.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 676.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
[reference, [66.0, 694.0, 296.0, 18.0], shoonya_1sWIUTZV8H5DNK, 5688740]
