[2084, 1289]
[section-title, [344.0, 273.0, 559.0, 52.5], -K8IOP4i7z, 5660331]
[ordered-list, [123.0, 365.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 401.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 437.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 473.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 509.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 545.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 581.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 617.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 653.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 689.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 725.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 761.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 797.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[ordered-list, [123.0, 833.0, 1049.0, 36.0], shoonya_2sMVHBF46PG0CH, 5660331]
[section-title, [534.0, 917.0, 198.0, 52.5], shoonya_3sTS0990TBHXHB, 5660331]
[ordered-list, [130.0, 1005.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1041.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1077.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1113.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1149.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1185.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1221.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1257.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1293.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1329.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1365.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1401.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1437.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1473.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1509.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1545.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1581.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1617.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1653.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1689.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1725.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1761.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1797.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[ordered-list, [130.0, 1833.0, 1055.0, 36.0], shoonya_0sZIFL68SS46QK, 5660331]
[folio, [632.0, 1938.0, 656.0, 36.0], shoonya_5sT21F83Y97T62, 5660331]
[folio, [632.0, 1974.0, 656.0, 36.0], shoonya_5sT21F83Y97T62, 5660331]
