[3509, 2480]
[paragraph, [349.0, 377.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 429.5, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 482.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 534.5, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 587.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 639.5, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 692.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 744.5, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 797.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 849.5, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 902.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 954.5, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 1007.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 1059.5, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [349.0, 1112.0, 1793.0, 52.5], shoonya_0sNPN8B7SVDSZF, 5724464]
[paragraph, [362.0, 1205.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1257.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1310.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1362.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1415.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1467.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1520.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1572.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1625.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1677.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1730.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1782.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1835.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1887.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1940.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 1992.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2045.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2097.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2150.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2202.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2255.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2307.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2360.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2412.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2465.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2517.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2570.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2622.5, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [362.0, 2675.0, 1755.0, 52.5], shoonya_2sA4LIHS6UXNWX, 5724464]
[paragraph, [359.0, 2774.0, 1763.0, 52.5], luUw2OClHO, 5724464]
[paragraph, [359.0, 2826.5, 1763.0, 52.5], luUw2OClHO, 5724464]
[paragraph, [359.0, 2879.0, 1763.0, 52.5], luUw2OClHO, 5724464]
[paragraph, [359.0, 2931.5, 1763.0, 52.5], luUw2OClHO, 5724464]
[paragraph, [359.0, 2984.0, 1763.0, 52.5], luUw2OClHO, 5724464]
