[1372, 849]
[section-title, [391.0, 68.0, 134.0, 30.0], shoonya_2sMCT78WZBE0B4, 5710083]
[paragraph, [132.0, 132.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 150.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 168.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 186.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 204.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 222.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 240.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 258.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 276.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 294.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 312.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 330.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 348.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 366.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 384.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [132.0, 402.0, 649.0, 18.0], shoonya_0sHC9JA2F6TMN2, 5710083]
[paragraph, [126.0, 423.0, 651.0, 18.0], shoonya_1s5BLBAGLWBXSF, 5710083]
[paragraph, [126.0, 441.0, 651.0, 18.0], shoonya_1s5BLBAGLWBXSF, 5710083]
[paragraph, [126.0, 459.0, 651.0, 18.0], shoonya_1s5BLBAGLWBXSF, 5710083]
[paragraph, [126.0, 477.0, 651.0, 18.0], shoonya_1s5BLBAGLWBXSF, 5710083]
[paragraph, [126.0, 495.0, 651.0, 18.0], shoonya_1s5BLBAGLWBXSF, 5710083]
[paragraph, [126.0, 513.0, 651.0, 18.0], shoonya_1s5BLBAGLWBXSF, 5710083]
