[1823, 1375]
[folio, [630.0, 106.0, 114.0, 36.0], shoonya_2sILF3T3P4MG5O, 5684415]
[folio, [988.0, 108.0, 286.0, 36.0], VdKHxVYJ7I, 5684415]
[paragraph, [699.0, 169.0, 578.0, 36.0], shoonya_4sUYOGF21F7KQO, 5684415]
[paragraph, [699.0, 205.0, 578.0, 36.0], shoonya_4sUYOGF21F7KQO, 5684415]
[paragraph, [699.0, 241.0, 578.0, 36.0], shoonya_4sUYOGF21F7KQO, 5684415]
[paragraph, [699.0, 277.0, 578.0, 36.0], shoonya_4sUYOGF21F7KQO, 5684415]
[paragraph, [106.0, 172.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 208.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 244.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 280.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 316.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 352.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 388.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 424.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 460.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 496.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 532.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 568.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 604.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [106.0, 640.0, 571.0, 36.0], shoonya_0sU60P46WFV4RA, 5684415]
[paragraph, [697.0, 346.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 382.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 418.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 454.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 490.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 526.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 562.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 598.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 634.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 670.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 706.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 742.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 778.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 814.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 850.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 886.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 922.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 958.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
[paragraph, [697.0, 994.0, 579.0, 36.0], shoonya_1s2TI13SNTL7JX, 5684415]
