[1200, 825]
[paragraph, [137.0, 103.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 121.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 139.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 157.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 175.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 193.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 211.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 229.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 247.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 265.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 283.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 301.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 319.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 337.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 355.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 373.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 391.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 409.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 427.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [137.0, 445.0, 555.0, 18.0], shoonya_0sSOPCUCGWWNXU, 5691345]
[paragraph, [141.0, 481.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 499.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 517.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 535.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 553.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 571.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 589.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 607.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 625.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 643.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 661.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 679.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 697.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 715.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 733.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 751.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 769.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 787.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 805.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 823.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 841.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 859.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [141.0, 877.0, 549.0, 18.0], jQjbRTbM7R, 5691345]
[paragraph, [139.0, 907.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
[paragraph, [139.0, 925.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
[paragraph, [139.0, 943.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
[paragraph, [139.0, 961.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
[paragraph, [139.0, 979.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
[paragraph, [139.0, 997.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
[paragraph, [139.0, 1015.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
[paragraph, [139.0, 1033.0, 549.0, 18.0], Cy72nzgFnd, 5691345]
