[872, 605]
[section-title, [266.0, 37.0, 76.0, 30.0], iLbtQdRILL, 6456679]
[paragraph, [303.0, 67.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 85.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 103.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 121.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 139.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 157.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 175.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 193.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 211.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 229.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 247.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 265.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 283.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 301.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 319.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 337.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 355.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 373.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 391.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 409.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 427.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 445.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 463.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 481.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 499.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 517.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 535.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 553.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 571.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [303.0, 589.0, 249.0, 18.0], shoonya_0s0SFRNI0A4RJU, 6456679]
[paragraph, [53.0, 73.0, 246.0, 18.0], 9-a6OI4r-4, 6456679]
[paragraph, [53.0, 94.0, 234.0, 18.0], QBh5XwkUjC, 6456679]
[paragraph, [53.0, 112.0, 234.0, 18.0], QBh5XwkUjC, 6456679]
[paragraph, [50.0, 130.0, 251.0, 18.0], QHqFKicGsK, 6456679]
[paragraph, [50.0, 148.0, 251.0, 18.0], QHqFKicGsK, 6456679]
[paragraph, [52.0, 171.0, 250.0, 18.0], GsgfEbh2hU, 6456679]
[paragraph, [52.0, 189.0, 250.0, 18.0], GsgfEbh2hU, 6456679]
[paragraph, [52.0, 207.0, 250.0, 18.0], GsgfEbh2hU, 6456679]
[paragraph, [52.0, 225.0, 250.0, 18.0], GsgfEbh2hU, 6456679]
[paragraph, [52.0, 243.0, 250.0, 18.0], GsgfEbh2hU, 6456679]
[paragraph, [52.0, 261.0, 250.0, 18.0], GsgfEbh2hU, 6456679]
[paragraph, [52.0, 279.0, 250.0, 18.0], GsgfEbh2hU, 6456679]
[paragraph, [50.0, 300.0, 251.0, 18.0], 3jaRTgI6IE, 6456679]
[paragraph, [50.0, 318.0, 251.0, 18.0], 3jaRTgI6IE, 6456679]
[paragraph, [50.0, 336.0, 251.0, 18.0], 3jaRTgI6IE, 6456679]
[paragraph, [50.0, 354.0, 251.0, 18.0], 3jaRTgI6IE, 6456679]
[paragraph, [50.0, 372.0, 251.0, 18.0], 3jaRTgI6IE, 6456679]
