[1263, 919]
[chapter-title, [432.0, 28.0, 244.0, 30.0], shoonya_11s7EN3UXLFSVZ, 5776541]
[paragraph, [243.0, 66.0, 626.0, 18.0], shoonya_5sRXLG2N1U92Y6, 5776541]
[paragraph, [243.0, 84.0, 626.0, 18.0], shoonya_5sRXLG2N1U92Y6, 5776541]
[paragraph, [244.0, 117.0, 625.0, 18.0], shoonya_6sQBZJB0AOVE0O, 5776541]
[paragraph, [244.0, 135.0, 625.0, 18.0], shoonya_6sQBZJB0AOVE0O, 5776541]
[paragraph, [244.0, 153.0, 625.0, 18.0], shoonya_6sQBZJB0AOVE0O, 5776541]
[paragraph, [244.0, 171.0, 625.0, 18.0], shoonya_6sQBZJB0AOVE0O, 5776541]
[paragraph, [244.0, 189.0, 625.0, 18.0], shoonya_6sQBZJB0AOVE0O, 5776541]
[paragraph, [245.0, 219.0, 631.0, 18.0], shoonya_2sAIF0HM2IEUOS, 5776541]
[paragraph, [245.0, 237.0, 631.0, 18.0], shoonya_2sAIF0HM2IEUOS, 5776541]
[paragraph, [237.0, 267.0, 639.0, 18.0], Y0wIv1ND-f, 5776541]
[paragraph, [237.0, 285.0, 639.0, 18.0], Y0wIv1ND-f, 5776541]
[paragraph, [237.0, 303.0, 639.0, 18.0], Y0wIv1ND-f, 5776541]
[paragraph, [237.0, 321.0, 639.0, 18.0], Y0wIv1ND-f, 5776541]
[paragraph, [245.0, 343.0, 626.0, 18.0], shoonya_4s6Y3ITEEWSPLZ, 5776541]
[paragraph, [245.0, 361.0, 626.0, 18.0], shoonya_4s6Y3ITEEWSPLZ, 5776541]
[paragraph, [245.0, 393.0, 625.0, 18.0], shoonya_3sKSTX68ATBZ9B, 5776541]
[paragraph, [245.0, 411.0, 625.0, 18.0], shoonya_3sKSTX68ATBZ9B, 5776541]
[paragraph, [245.0, 429.0, 625.0, 18.0], shoonya_3sKSTX68ATBZ9B, 5776541]
[paragraph, [245.0, 447.0, 625.0, 18.0], shoonya_3sKSTX68ATBZ9B, 5776541]
[paragraph, [245.0, 465.0, 625.0, 18.0], shoonya_3sKSTX68ATBZ9B, 5776541]
[paragraph, [245.0, 483.0, 625.0, 18.0], shoonya_3sKSTX68ATBZ9B, 5776541]
[paragraph, [245.0, 501.0, 625.0, 18.0], shoonya_3sKSTX68ATBZ9B, 5776541]
[paragraph, [263.0, 514.0, 87.0, 18.0], dw_RCnm3IF, 5776541]
[paragraph, [266.0, 543.0, 227.0, 18.0], shoonya_7s3D1SASCGM353, 5776541]
[paragraph, [267.0, 570.0, 366.0, 18.0], shoonya_8sLNX0MD47VM74, 5776541]
[paragraph, [265.0, 594.0, 349.0, 18.0], shoonya_9sSJRKYMC8PDW0, 5776541]
[paragraph, [244.0, 619.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 637.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 655.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 673.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 691.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 709.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 727.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 745.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 763.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 781.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 799.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 817.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 835.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 853.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 871.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 889.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 907.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [244.0, 925.0, 626.0, 18.0], shoonya_0sQGD4UYF2OO3Y, 5776541]
[paragraph, [247.0, 947.0, 622.0, 18.0], shoonya_1sAJU1HIY31TP5, 5776541]
[paragraph, [247.0, 965.0, 622.0, 18.0], shoonya_1sAJU1HIY31TP5, 5776541]
[paragraph, [247.0, 983.0, 622.0, 18.0], shoonya_1sAJU1HIY31TP5, 5776541]
[paragraph, [247.0, 1001.0, 622.0, 18.0], shoonya_1sAJU1HIY31TP5, 5776541]
[paragraph, [247.0, 1019.0, 622.0, 18.0], shoonya_1sAJU1HIY31TP5, 5776541]
[paragraph, [247.0, 1037.0, 622.0, 18.0], shoonya_1sAJU1HIY31TP5, 5776541]
[paragraph, [247.0, 1055.0, 622.0, 18.0], shoonya_1sAJU1HIY31TP5, 5776541]
