[1566, 1152]
[section-title, [735.0, 270.0, 355.0, 49.5], rl999pAYdI, 5712293]
[section-title, [735.0, 319.5, 355.0, 49.5], rl999pAYdI, 5712293]
[section-title, [735.0, 369.0, 355.0, 49.5], rl999pAYdI, 5712293]
[paragraph, [740.0, 545.0, 255.0, 36.0], shoonya_7sFQXROL4PP3DH, 5712293]
[paragraph, [740.0, 581.0, 255.0, 36.0], shoonya_7sFQXROL4PP3DH, 5712293]
[paragraph, [427.0, 548.0, 248.0, 36.0], shoonya_2s0MNJICO951RQ, 5712293]
[paragraph, [427.0, 584.0, 248.0, 36.0], shoonya_2s0MNJICO951RQ, 5712293]
[paragraph, [427.0, 620.0, 248.0, 36.0], shoonya_2s0MNJICO951RQ, 5712293]
[paragraph, [113.0, 555.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 591.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 627.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 663.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 699.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 735.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 771.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 807.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 843.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 879.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [113.0, 915.0, 294.0, 36.0], shoonya_5sZMI4JGXCXZZQ, 5712293]
[paragraph, [741.0, 633.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 669.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 705.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 741.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 777.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 813.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 849.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 885.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 921.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [741.0, 957.0, 295.0, 36.0], shoonya_8sG2W9SWH6RF02, 5712293]
[paragraph, [427.0, 658.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[paragraph, [427.0, 694.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[paragraph, [427.0, 730.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[paragraph, [427.0, 766.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[paragraph, [427.0, 802.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[paragraph, [427.0, 838.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[paragraph, [427.0, 874.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[paragraph, [427.0, 910.0, 295.0, 36.0], shoonya_1sGC0UXGMLIXS9, 5712293]
[figure-caption, [531.0, 1118.0, 450.0, 36.0], vysRzAMYAJ, 5712293]
[figure-caption, [531.0, 1154.0, 450.0, 36.0], vysRzAMYAJ, 5712293]
[figure-caption, [531.0, 1190.0, 450.0, 36.0], vysRzAMYAJ, 5712293]
[figure-caption, [531.0, 1226.0, 450.0, 36.0], vysRzAMYAJ, 5712293]
[figure-caption, [531.0, 1262.0, 450.0, 36.0], vysRzAMYAJ, 5712293]
[figure-caption, [531.0, 1298.0, 450.0, 36.0], vysRzAMYAJ, 5712293]
