[1248, 923]
[chapter-title, [304.0, 40.0, 198.0, 30.0], shoonya_2sSSWY3J98XUXK, 5775850]
[paragraph, [93.0, 74.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 92.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 110.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 128.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 146.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 164.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 182.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 200.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 218.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 236.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 254.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 272.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 290.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 308.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 326.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 344.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 362.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 380.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 398.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 416.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 434.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 452.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 470.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 488.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 506.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 524.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 542.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 560.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 578.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 596.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 614.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 632.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 650.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 668.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 686.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 704.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 722.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 740.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 758.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 776.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 794.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 812.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 830.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 848.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 866.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [93.0, 884.0, 629.0, 18.0], shoonya_1sM6WBOUCGGSGL, 5775850]
[paragraph, [96.0, 906.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[paragraph, [96.0, 924.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[paragraph, [96.0, 942.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[paragraph, [96.0, 960.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[paragraph, [96.0, 978.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[paragraph, [96.0, 996.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[paragraph, [96.0, 1014.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[paragraph, [96.0, 1032.0, 630.0, 18.0], shoonya_0sA4HU0BZ7U5CZ, 5775850]
[author, [546.0, 1041.0, 155.0, 18.0], shoonya_3sNR3C5BDG2OHI, 5775850]
[author, [118.0, 1066.0, 147.0, 18.0], shoonya_4s0JH0FO0TUWOW, 5775850]
