[1298, 853]
[section-title, [288.0, 66.0, 252.0, 30.0], shoonya_2sF5OFUW7ESUIJ, 5709860]
[paragraph, [70.0, 115.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 133.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 151.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 169.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 187.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 205.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 223.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 241.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 259.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 277.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 295.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 313.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 331.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 349.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [70.0, 367.0, 714.0, 18.0], shoonya_1sWWZXRUST67BU, 5709860]
[paragraph, [67.0, 407.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 425.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 443.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 461.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 479.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 497.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 515.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 533.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 551.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 569.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 587.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 605.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 623.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 641.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 659.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 677.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 695.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 713.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 731.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 749.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 767.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 785.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 803.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [67.0, 821.0, 719.0, 18.0], shoonya_0sOOHQB9K8D8CI, 5709860]
[paragraph, [68.0, 867.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 885.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 903.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 921.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 939.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 957.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 975.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 993.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1011.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1029.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1047.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1065.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1083.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1101.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1119.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1137.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [68.0, 1155.0, 717.0, 18.0], shoonya_3s3BMY4HDNK984, 5709860]
[paragraph, [109.0, 1182.0, 673.0, 18.0], 3KWY5MFFFD, 5709860]
[paragraph, [109.0, 1200.0, 673.0, 18.0], 3KWY5MFFFD, 5709860]
