[780, 539]
[section-title, [164.0, 92.0, 212.0, 30.0], shoonya_0sB058OLTNFI9M, 5767753]
[contact-info, [53.0, 156.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 174.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 192.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 210.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 228.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 246.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 264.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 282.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 300.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 318.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 336.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 354.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 372.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 390.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 408.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 426.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 444.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 462.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 480.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 498.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 516.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 534.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 552.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 570.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 588.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 606.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 624.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[contact-info, [53.0, 642.0, 463.0, 18.0], shoonya_4sQBL7MV5EGWNP, 5767753]
[folio, [45.0, 696.0, 194.0, 18.0], Jbn5pP_Yv8, 5767753]
