[1298, 853]
[section-title, [302.0, 60.0, 231.0, 30.0], POBXs9sPZL, 5710169]
[paragraph, [69.0, 117.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 135.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 153.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 171.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 189.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 207.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 225.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 243.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 261.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 279.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 297.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 315.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 333.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 351.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 369.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 387.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 405.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 423.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 441.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [69.0, 459.0, 713.0, 18.0], shoonya_0sUCPFSQ6SF3KV, 5710169]
[paragraph, [72.0, 482.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 500.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 518.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 536.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 554.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 572.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 590.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 608.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 626.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 644.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 662.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 680.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 698.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 716.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 734.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 752.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 770.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 788.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 806.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 824.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 842.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 860.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 878.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 896.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 914.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 932.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 950.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 968.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 986.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1004.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1022.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1040.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1058.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1076.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1094.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1112.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1130.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [72.0, 1148.0, 711.0, 18.0], shoonya_1s9Z9EO90HJU2C, 5710169]
[paragraph, [138.0, 1182.0, 645.0, 18.0], shoonya_2s0N7WH5I31EG0, 5710169]
[paragraph, [138.0, 1200.0, 645.0, 18.0], shoonya_2s0N7WH5I31EG0, 5710169]
