[2339, 1656]
[paragraph, [184.0, 209.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 245.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 281.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 317.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 353.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 389.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 425.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 461.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 497.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 533.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 569.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 605.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 641.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 677.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 713.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 749.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 785.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 821.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 857.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 893.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 929.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 965.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1001.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1037.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1073.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1109.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1145.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1181.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1217.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1253.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1289.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1325.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [184.0, 1361.0, 1282.0, 36.0], shoonya_1sDDPT66O3F9I7, 5730939]
[paragraph, [185.0, 1448.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1484.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1520.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1556.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1592.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1628.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1664.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1700.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1736.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1772.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1808.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1844.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1880.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1916.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1952.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 1988.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 2024.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
[paragraph, [185.0, 2060.0, 1281.0, 36.0], shoonya_0sR7L1Y59R512C, 5730939]
