[2234, 1660]
[paragraph, [56.0, 185.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 221.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 257.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 293.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 329.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 365.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 401.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 437.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [56.0, 473.0, 529.0, 36.0], shoonya_5sUVH4F8ZDD6Z5, 5654483]
[paragraph, [1133.0, 194.0, 500.0, 36.0], shoonya_6sQ3YJSOANJNN3, 5654483]
[paragraph, [1133.0, 230.0, 500.0, 36.0], shoonya_6sQ3YJSOANJNN3, 5654483]
[paragraph, [1133.0, 266.0, 500.0, 36.0], shoonya_6sQ3YJSOANJNN3, 5654483]
[paragraph, [1133.0, 302.0, 500.0, 36.0], shoonya_6sQ3YJSOANJNN3, 5654483]
[paragraph, [1133.0, 338.0, 500.0, 36.0], shoonya_6sQ3YJSOANJNN3, 5654483]
[paragraph, [1133.0, 374.0, 500.0, 36.0], shoonya_6sQ3YJSOANJNN3, 5654483]
[paragraph, [1133.0, 410.0, 500.0, 36.0], shoonya_6sQ3YJSOANJNN3, 5654483]
[sidebar, [602.0, 215.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 251.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 287.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 323.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 359.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 395.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 431.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 467.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 503.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 539.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 575.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 611.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 647.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 683.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 719.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 755.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 791.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 827.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 863.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 899.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 935.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 971.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 1007.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[sidebar, [602.0, 1043.0, 509.0, 36.0], shoonya_3sKZMEYAUSIX6R, 5654483]
[paragraph, [1115.0, 453.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 489.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 525.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 561.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 597.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 633.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 669.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 705.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 741.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 777.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 813.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 849.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 885.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 921.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 957.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 993.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 1029.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [1115.0, 1065.0, 535.0, 36.0], shoonya_2sGFZSP8Z91NVD, 5654483]
[paragraph, [83.0, 534.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 570.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 606.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 642.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 678.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 714.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 750.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 786.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 822.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 858.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 894.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 930.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 966.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 1002.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [83.0, 1038.0, 515.0, 36.0], shoonya_4sUBKX183GCAXK, 5654483]
[paragraph, [88.0, 1093.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [88.0, 1129.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [88.0, 1165.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [88.0, 1201.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [88.0, 1237.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [88.0, 1273.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [88.0, 1309.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [88.0, 1345.0, 769.0, 36.0], shoonya_1sHR6VEIJ82UQS, 5654483]
[paragraph, [855.0, 1108.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1144.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1180.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1216.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1252.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1288.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1324.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1360.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1396.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [855.0, 1432.0, 799.0, 36.0], OWh8kjduC9, 5654483]
[paragraph, [93.0, 1404.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1440.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1476.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1512.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1548.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1584.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1620.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1656.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1692.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1728.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1764.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1800.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1836.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1872.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1908.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1944.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 1980.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 2016.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 2052.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [93.0, 2088.0, 770.0, 36.0], shoonya_0sPL9VJ8N84LSW, 5654483]
[paragraph, [882.0, 1484.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1520.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1556.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1592.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1628.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1664.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1700.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1736.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1772.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1808.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1844.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1880.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[paragraph, [882.0, 1916.0, 755.0, 36.0], shoonya_7s1AMLDL32OHLV, 5654483]
[contact-info, [1164.0, 2009.0, 471.0, 36.0], shoonya_11s7SDF1E3W44T, 5654483]
[contact-info, [1164.0, 2045.0, 471.0, 36.0], shoonya_11s7SDF1E3W44T, 5654483]
[contact-info, [1164.0, 2081.0, 471.0, 36.0], shoonya_11s7SDF1E3W44T, 5654483]
[contact-info, [1164.0, 2117.0, 471.0, 36.0], shoonya_11s7SDF1E3W44T, 5654483]
[folio, [792.0, 2143.0, 169.0, 36.0], shoonya_14sF0KO6G6K3T2, 5654483]
[author, [104.0, 2146.0, 164.0, 36.0], shoonya_10sAXJIJKFH4SR, 5654483]
