[1372, 849]
[section-title, [314.0, 71.0, 214.0, 30.0], ZhbfNk2aig, 5709832]
[paragraph, [57.0, 130.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 148.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 166.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 184.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 202.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 220.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 238.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 256.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 274.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 292.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 310.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 328.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 346.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 364.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 382.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 400.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 418.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 436.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 454.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 472.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 490.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 508.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 526.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 544.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [57.0, 562.0, 727.0, 18.0], shoonya_0s1E1FHRIV63PN, 5709832]
[paragraph, [56.0, 593.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 611.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 629.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 647.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 665.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 683.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 701.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 719.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 737.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 755.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 773.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 791.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 809.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 827.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 845.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 863.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 881.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 899.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 917.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 935.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 953.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 971.0, 732.0, 18.0], shoonya_1sSI3OBVB6PO8Z, 5709832]
[paragraph, [56.0, 1009.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1027.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1045.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1063.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1081.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1099.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1117.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1135.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1153.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1171.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1189.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1207.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1225.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1243.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1261.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
[paragraph, [56.0, 1279.0, 732.0, 18.0], shoonya_2sH1Z4BQ7WXWTW, 5709832]
