[3508, 2481]
[contact-info, [705.0, 357.0, 1091.0, 52.5], IZhHXrTtGx, 6490643]
[contact-info, [705.0, 409.5, 1091.0, 52.5], IZhHXrTtGx, 6490643]
[section-title, [705.0, 528.0, 1078.0, 93.0], Y3-cS0hZfH, 6490643]
[dateline, [1834.0, 901.0, 481.0, 52.5], Cn3IIZ2yBi, 6490643]
[paragraph, [192.0, 1160.0, 509.0, 52.5], dtV2sB8aQB, 6490643]
[paragraph, [192.0, 1290.0, 2098.0, 52.5], ppmeyH9Kzc, 6490643]
[paragraph, [192.0, 1342.5, 2098.0, 52.5], ppmeyH9Kzc, 6490643]
[paragraph, [192.0, 1395.0, 2098.0, 52.5], ppmeyH9Kzc, 6490643]
[paragraph, [192.0, 1447.5, 2098.0, 52.5], ppmeyH9Kzc, 6490643]
[paragraph, [192.0, 1500.0, 2098.0, 52.5], ppmeyH9Kzc, 6490643]
[paragraph, [192.0, 1552.5, 2098.0, 52.5], ppmeyH9Kzc, 6490643]
[unordered-list, [248.0, 1680.0, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 1732.5, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 1785.0, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 1837.5, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 1890.0, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 1942.5, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 1995.0, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 2047.5, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 2100.0, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 2152.5, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 2205.0, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 2257.5, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[unordered-list, [248.0, 2310.0, 2033.0, 52.5], gRcsl5_uGE, 6490643]
[contact-info, [198.0, 2522.0, 516.0, 52.5], 3JF9vESwf0, 6490643]
[contact-info, [198.0, 2574.5, 516.0, 52.5], 3JF9vESwf0, 6490643]
