[792, 612]
[paragraph, [226.0, 87.0, 158.0, 18.0], shoonya_1sWPMCF2LX570G, 6515283]
[paragraph, [226.0, 105.0, 158.0, 18.0], shoonya_1sWPMCF2LX570G, 6515283]
[paragraph, [226.0, 123.0, 158.0, 18.0], shoonya_1sWPMCF2LX570G, 6515283]
[paragraph, [226.0, 141.0, 158.0, 18.0], shoonya_1sWPMCF2LX570G, 6515283]
[paragraph, [226.0, 159.0, 158.0, 18.0], shoonya_1sWPMCF2LX570G, 6515283]
[paragraph, [401.0, 87.0, 161.0, 18.0], shoonya_2s9CW6WI4NSWIC, 6515283]
[paragraph, [401.0, 105.0, 161.0, 18.0], shoonya_2s9CW6WI4NSWIC, 6515283]
[paragraph, [401.0, 123.0, 161.0, 18.0], shoonya_2s9CW6WI4NSWIC, 6515283]
[paragraph, [50.0, 88.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 106.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 124.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 142.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 160.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 178.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 196.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 214.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 232.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 250.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 268.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 286.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 304.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 322.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 340.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 358.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 376.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 394.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 412.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 430.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 448.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 466.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [50.0, 484.0, 159.0, 18.0], shoonya_4s5JMDOOLT8N6X, 6515283]
[paragraph, [400.0, 157.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 175.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 193.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 211.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 229.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 247.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 265.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 283.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 301.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 319.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 337.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 355.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 373.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 391.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [400.0, 409.0, 161.0, 18.0], shoonya_0sNQO0DUFZFB66, 6515283]
[paragraph, [226.0, 182.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 200.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 218.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 236.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 254.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 272.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 290.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 308.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 326.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 344.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 362.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 380.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 398.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 416.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 434.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 452.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 470.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [226.0, 488.0, 159.0, 18.0], shoonya_3s77Y4I8JLPA7D, 6515283]
[paragraph, [402.0, 446.0, 158.0, 18.0], WWBzxbmx4F, 6515283]
[paragraph, [402.0, 464.0, 158.0, 18.0], WWBzxbmx4F, 6515283]
[paragraph, [402.0, 488.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 506.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 524.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 542.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 560.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 578.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 596.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 614.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 632.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 650.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [402.0, 668.0, 160.0, 18.0], ikPX9x4zPD, 6515283]
[paragraph, [52.0, 508.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 526.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 544.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 562.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 580.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 598.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 616.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 634.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 652.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [52.0, 670.0, 156.0, 18.0], shoonya_5s19QHB3CO9WES, 6515283]
[paragraph, [226.0, 530.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
[paragraph, [226.0, 548.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
[paragraph, [226.0, 566.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
[paragraph, [226.0, 584.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
[paragraph, [226.0, 602.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
[paragraph, [226.0, 620.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
[paragraph, [226.0, 638.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
[paragraph, [226.0, 656.0, 158.0, 18.0], 1PbGu1Sbmw, 6515283]
