[1447, 1063]
[folio, [394.0, 40.0, 245.0, 18.0], Qe4bkkX9Mj, 5762820]
[folio, [394.0, 58.0, 245.0, 18.0], Qe4bkkX9Mj, 5762820]
[answer, [534.0, 97.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 115.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 133.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 151.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 169.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 187.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 205.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 223.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 241.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 259.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [534.0, 277.0, 432.0, 18.0], E_VfbCo12C, 5762820]
[answer, [86.0, 188.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 206.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 224.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 242.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 260.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 278.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 296.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 314.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 332.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 350.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 368.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 386.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 404.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 422.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 440.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 458.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 476.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 494.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 512.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 530.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 548.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 566.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 584.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 602.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 620.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 638.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 656.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 674.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 692.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 710.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 728.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 746.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 764.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 782.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 800.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 818.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 836.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 854.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 872.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 890.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 908.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 926.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 944.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 962.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 980.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [86.0, 998.0, 447.0, 18.0], shoonya_2s7T4MWWH5IKWF, 5762820]
[answer, [535.0, 440.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 458.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 476.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 494.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 512.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 530.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 548.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 566.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 584.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 602.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 620.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 638.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 656.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 674.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 692.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 710.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 728.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 746.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 764.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 782.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 800.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 818.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 836.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [535.0, 854.0, 432.0, 18.0], shoonya_6sTRTZ8R296PS6, 5762820]
[answer, [533.0, 991.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1009.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1027.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1045.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1063.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1081.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1099.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
[answer, [533.0, 1117.0, 436.0, 18.0], shoonya_3sCQFCRQLMZ1B8, 5762820]
