[1601, 1128]
[author, [313.0, 95.0, 153.0, 36.0], LdpgZikl4c, 6472836]
[folio, [91.0, 97.0, 108.0, 36.0], a7xx_rn82i, 6472836]
[headline, [84.0, 218.0, 820.0, 37.5], shoonya_8sYU2HXYMT32YW, 6472836]
[headline, [84.0, 255.5, 820.0, 37.5], shoonya_8sYU2HXYMT32YW, 6472836]
[headline, [84.0, 293.0, 820.0, 37.5], shoonya_8sYU2HXYMT32YW, 6472836]
[headline, [84.0, 330.5, 820.0, 37.5], shoonya_8sYU2HXYMT32YW, 6472836]
[headline, [84.0, 368.0, 820.0, 37.5], shoonya_8sYU2HXYMT32YW, 6472836]
[sidebar, [77.0, 476.0, 982.0, 36.0], fkn_exRhOY, 6472836]
[sidebar, [77.0, 512.0, 982.0, 36.0], fkn_exRhOY, 6472836]
[sidebar, [77.0, 548.0, 982.0, 36.0], fkn_exRhOY, 6472836]
[paragraph, [586.0, 634.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [586.0, 670.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [586.0, 706.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [586.0, 742.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [586.0, 778.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [586.0, 814.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [586.0, 850.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [586.0, 886.0, 472.0, 36.0], shoonya_0s3OULGNI9WQ87, 6472836]
[paragraph, [83.0, 639.0, 478.0, 36.0], FXmnhPdXcl, 6472836]
[paragraph, [83.0, 675.0, 478.0, 36.0], FXmnhPdXcl, 6472836]
[paragraph, [83.0, 711.0, 478.0, 36.0], FXmnhPdXcl, 6472836]
[paragraph, [83.0, 747.0, 478.0, 36.0], FXmnhPdXcl, 6472836]
[paragraph, [83.0, 783.0, 478.0, 36.0], FXmnhPdXcl, 6472836]
[paragraph, [83.0, 819.0, 478.0, 36.0], FXmnhPdXcl, 6472836]
[paragraph, [83.0, 855.0, 478.0, 36.0], FXmnhPdXcl, 6472836]
[paragraph, [87.0, 898.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 934.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 970.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1006.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1042.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1078.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1114.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1150.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1186.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1222.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1258.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1294.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1330.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1366.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [87.0, 1402.0, 471.0, 36.0], shoonya_3sS76H5HXTGPL7, 6472836]
[paragraph, [587.0, 946.0, 467.0, 36.0], shoonya_4sHTUA84791CVQ, 6472836]
[paragraph, [587.0, 982.0, 467.0, 36.0], shoonya_4sHTUA84791CVQ, 6472836]
[paragraph, [584.0, 1045.0, 471.0, 36.0], shoonya_1sZF868N3AX2A1, 6472836]
[paragraph, [584.0, 1081.0, 471.0, 36.0], shoonya_1sZF868N3AX2A1, 6472836]
[paragraph, [584.0, 1117.0, 471.0, 36.0], shoonya_1sZF868N3AX2A1, 6472836]
[paragraph, [586.0, 1172.0, 472.0, 36.0], shoonya_2sLZPNA9I53UPO, 6472836]
[paragraph, [586.0, 1208.0, 472.0, 36.0], shoonya_2sLZPNA9I53UPO, 6472836]
[paragraph, [586.0, 1244.0, 472.0, 36.0], shoonya_2sLZPNA9I53UPO, 6472836]
[paragraph, [586.0, 1280.0, 472.0, 36.0], shoonya_2sLZPNA9I53UPO, 6472836]
[paragraph, [590.0, 1321.0, 468.0, 36.0], shoonya_5sAVA4QA4MYFDJ, 6472836]
[paragraph, [590.0, 1357.0, 468.0, 36.0], shoonya_5sAVA4QA4MYFDJ, 6472836]
[paragraph, [591.0, 1423.0, 468.0, 36.0], shoonya_7sNYAS6LWC89A2, 6472836]
