[1211, 798]
[folio, [342.0, 52.0, 100.0, 18.0], shoonya_1sRF918TY7R8CZ, 5741212]
[folio, [342.0, 70.0, 100.0, 18.0], shoonya_1sRF918TY7R8CZ, 5741212]
[paragraph, [54.0, 109.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 127.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 145.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 163.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 181.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 199.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 217.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 235.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 253.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 271.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 289.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 307.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 325.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 343.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [54.0, 361.0, 702.0, 18.0], KtZzOxQ9Td, 5741212]
[paragraph, [47.0, 392.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 410.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 428.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 446.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 464.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 482.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 500.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 518.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 536.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 554.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 572.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 590.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 608.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 626.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 644.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 662.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 680.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 698.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 716.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 734.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 752.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 770.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 788.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 806.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 824.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 842.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 860.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 878.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 896.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 914.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 932.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 950.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 968.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 986.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [47.0, 1004.0, 693.0, 18.0], Ni37KI_nAJ, 5741212]
[paragraph, [49.0, 1031.0, 710.0, 18.0], zmfAyd_x6l, 5741212]
[paragraph, [49.0, 1049.0, 710.0, 18.0], zmfAyd_x6l, 5741212]
[paragraph, [49.0, 1067.0, 710.0, 18.0], zmfAyd_x6l, 5741212]
[paragraph, [49.0, 1085.0, 710.0, 18.0], zmfAyd_x6l, 5741212]
[paragraph, [49.0, 1103.0, 710.0, 18.0], zmfAyd_x6l, 5741212]
[paragraph, [49.0, 1121.0, 710.0, 18.0], zmfAyd_x6l, 5741212]
[paragraph, [49.0, 1139.0, 710.0, 18.0], zmfAyd_x6l, 5741212]
[footnote, [418.0, 1172.0, 322.0, 18.0], shoonya_0sB2D7EVWPP03N, 5741212]
