[612, 540]
[ordered-list, [6.0, 16.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 34.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 52.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 70.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 88.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 106.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 124.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 142.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 160.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 178.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 196.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 214.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 232.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 250.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 268.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 286.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 304.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 322.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 340.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 358.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 376.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 394.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 412.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 430.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 448.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 466.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 484.0, 532.0, 18.0], SmKs8guCS7, 5657004]
[ordered-list, [6.0, 502.0, 532.0, 18.0], SmKs8guCS7, 5657004]
