[792, 612]
[folio, [79.0, 59.0, 92.0, 18.0], m029GIuyOP, 6514278]
[paragraph, [408.0, 88.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 106.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 124.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 142.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 160.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 178.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 196.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 214.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 232.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 250.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 268.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 286.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 304.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 322.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 340.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 358.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 376.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 394.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 412.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 430.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 448.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 466.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 484.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 502.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 520.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 538.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 556.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 574.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 592.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 610.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 628.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 646.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [408.0, 664.0, 153.0, 18.0], x7cW6JWdg9, 6514278]
[paragraph, [46.0, 90.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 108.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 126.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 144.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 162.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 180.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 198.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 216.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 234.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 252.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 270.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 288.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 306.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 324.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 342.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [46.0, 360.0, 158.0, 18.0], vXq3MlKPZL, 6514278]
[paragraph, [229.0, 92.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 110.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 128.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 146.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 164.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 182.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 200.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 218.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 236.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 254.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 272.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 290.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 308.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 326.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 344.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 362.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 380.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 398.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 416.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 434.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 452.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 470.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 488.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 506.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 524.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 542.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 560.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 578.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 596.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 614.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 632.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 650.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [229.0, 668.0, 152.0, 18.0], IHUj0KVkzw, 6514278]
[paragraph, [47.0, 424.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 442.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 460.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 478.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 496.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 514.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 532.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 550.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 568.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 586.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 604.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 622.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 640.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 658.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
[paragraph, [47.0, 676.0, 158.0, 18.0], OV3f5bEEuL, 6514278]
