[3509, 2480]
[paragraph, [359.0, 399.0, 1760.0, 52.5], xx4g8XZk9I, 5723932]
[paragraph, [359.0, 451.5, 1760.0, 52.5], xx4g8XZk9I, 5723932]
[paragraph, [359.0, 504.0, 1760.0, 52.5], xx4g8XZk9I, 5723932]
[paragraph, [361.0, 633.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 685.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 738.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 790.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 843.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 895.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 948.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1000.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1053.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1105.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1158.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1210.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1263.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1315.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1368.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1420.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1473.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1525.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1578.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1630.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1683.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1735.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1788.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1840.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1893.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1945.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 1998.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 2050.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 2103.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 2155.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 2208.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 2260.5, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [361.0, 2313.0, 1758.0, 52.5], shoonya_1sFHN8MV6YXDMR, 5723932]
[paragraph, [362.0, 2434.0, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2486.5, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2539.0, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2591.5, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2644.0, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2696.5, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2749.0, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2801.5, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2854.0, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2906.5, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 2959.0, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 3011.5, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
[paragraph, [362.0, 3064.0, 1758.0, 52.5], shoonya_2s40KDXVJST1YO, 5723932]
