[1654, 1615]
[section-title, [576.0, 169.0, 227.0, 49.5], zrtCXFFdfM, 5739341]
[paragraph, [593.0, 369.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 405.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 441.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 477.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 513.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 549.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 585.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 621.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 657.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 693.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [593.0, 729.0, 813.0, 36.0], shoonya_0sRV1ZBYAQIFDV, 5739341]
[paragraph, [594.0, 817.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 853.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 889.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 925.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 961.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 997.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 1033.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 1069.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 1105.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [594.0, 1141.0, 798.0, 36.0], shoonya_1s005ZJPMQUBHO, 5739341]
[paragraph, [586.0, 1206.0, 802.0, 36.0], Lw0xeZixuC, 5739341]
[paragraph, [586.0, 1242.0, 802.0, 36.0], Lw0xeZixuC, 5739341]
[paragraph, [586.0, 1278.0, 802.0, 36.0], Lw0xeZixuC, 5739341]
