[2200, 1700]
[paragraph, [890.0, 164.0, 720.0, 36.0], shoonya_5sJNSGM3H37W2N, 5752900]
[paragraph, [890.0, 200.0, 720.0, 36.0], shoonya_5sJNSGM3H37W2N, 5752900]
[paragraph, [890.0, 236.0, 720.0, 36.0], shoonya_5sJNSGM3H37W2N, 5752900]
[paragraph, [88.0, 166.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 202.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 238.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 274.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 310.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 346.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 382.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 418.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 454.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 490.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 526.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 562.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 598.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 634.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [88.0, 670.0, 720.0, 36.0], shoonya_0sJAH15ROSEXGK, 5752900]
[paragraph, [890.0, 312.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 348.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 384.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 420.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 456.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 492.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 528.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 564.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 600.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 636.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 672.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 708.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 744.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [890.0, 780.0, 718.0, 36.0], xCbmsr1tQv, 5752900]
[paragraph, [93.0, 739.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 775.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 811.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 847.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 883.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 919.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 955.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 991.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 1027.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 1063.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 1099.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 1135.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 1171.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [93.0, 1207.0, 714.0, 36.0], shoonya_1sJ15Q32L9D6BH, 5752900]
[paragraph, [886.0, 880.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 916.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 952.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 988.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1024.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1060.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1096.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1132.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1168.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1204.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1240.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1276.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1312.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1348.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1384.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1420.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1456.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1492.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1528.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [886.0, 1564.0, 722.0, 36.0], ya6E94yGyt, 5752900]
[paragraph, [89.0, 1310.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1346.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1382.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1418.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1454.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1490.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1526.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1562.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1598.0, 718.0, 36.0], shoonya_2s8BW5VGQLRACF, 5752900]
[paragraph, [89.0, 1697.0, 716.0, 36.0], shoonya_3sDCAVHB5ZILY5, 5752900]
[paragraph, [89.0, 1733.0, 716.0, 36.0], shoonya_3sDCAVHB5ZILY5, 5752900]
[paragraph, [89.0, 1769.0, 716.0, 36.0], shoonya_3sDCAVHB5ZILY5, 5752900]
[paragraph, [89.0, 1805.0, 716.0, 36.0], shoonya_3sDCAVHB5ZILY5, 5752900]
[paragraph, [89.0, 1841.0, 716.0, 36.0], shoonya_3sDCAVHB5ZILY5, 5752900]
[paragraph, [89.0, 1877.0, 716.0, 36.0], shoonya_3sDCAVHB5ZILY5, 5752900]
[paragraph, [892.0, 1713.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
[paragraph, [892.0, 1749.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
[paragraph, [892.0, 1785.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
[paragraph, [892.0, 1821.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
[paragraph, [892.0, 1857.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
[paragraph, [892.0, 1893.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
[paragraph, [892.0, 1929.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
[paragraph, [892.0, 1965.0, 716.0, 36.0], oLTPHCnEiO, 5752900]
