[2339, 1653]
[paragraph, [329.0, 163.0, 783.0, 36.0], shoonya_4sVP8BFJHEZA39, 5734617]
[paragraph, [324.0, 220.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 256.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 292.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 328.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 364.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 400.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 436.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 472.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 508.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 544.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 580.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [324.0, 616.0, 1135.0, 36.0], shoonya_1sKY3EIQ8SHVH4, 5734617]
[paragraph, [327.0, 664.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 700.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 736.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 772.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 808.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 844.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 880.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 916.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 952.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 988.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 1024.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 1060.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [327.0, 1096.0, 1135.0, 36.0], shoonya_2sNGNT8BTSUCY2, 5734617]
[paragraph, [325.0, 1166.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1202.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1238.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1274.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1310.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1346.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1382.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1418.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1454.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1490.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1526.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1562.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1598.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1634.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1670.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1706.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1742.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1778.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1814.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1850.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1886.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1922.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1958.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 1994.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 2030.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[paragraph, [325.0, 2066.0, 1137.0, 36.0], shoonya_0sE2RQD9R2TC7V, 5734617]
[folio, [1118.0, 2151.0, 287.0, 36.0], E0rvYTW9Zh, 5734617]
