[1571, 1128]
[section-title, [121.0, 81.0, 143.0, 49.5], CkcCC0C2Go, 6472180]
[sub-headline, [746.0, 125.0, 252.0, 36.0], DS-K3m_C_o, 6472180]
[headline, [118.0, 163.0, 526.0, 37.5], qH-hMmTQst, 6472180]
[headline, [118.0, 200.5, 526.0, 37.5], qH-hMmTQst, 6472180]
[headline, [118.0, 238.0, 526.0, 37.5], qH-hMmTQst, 6472180]
[paragraph, [743.0, 207.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 243.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 279.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 315.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 351.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 387.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 423.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 459.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 495.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 531.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [743.0, 567.0, 273.0, 36.0], vfmC1COoEJ, 6472180]
[paragraph, [121.0, 319.0, 305.0, 36.0], z18vHugBMI, 6472180]
[paragraph, [121.0, 355.0, 305.0, 36.0], z18vHugBMI, 6472180]
[paragraph, [121.0, 391.0, 305.0, 36.0], z18vHugBMI, 6472180]
[paragraph, [121.0, 427.0, 305.0, 36.0], z18vHugBMI, 6472180]
[paragraph, [430.0, 324.0, 291.0, 36.0], U_CbDfFSQy, 6472180]
[paragraph, [430.0, 360.0, 291.0, 36.0], U_CbDfFSQy, 6472180]
[paragraph, [430.0, 396.0, 291.0, 36.0], U_CbDfFSQy, 6472180]
[paragraph, [430.0, 432.0, 291.0, 36.0], U_CbDfFSQy, 6472180]
[paragraph, [430.0, 468.0, 291.0, 36.0], U_CbDfFSQy, 6472180]
[paragraph, [430.0, 504.0, 291.0, 36.0], U_CbDfFSQy, 6472180]
[paragraph, [430.0, 540.0, 291.0, 36.0], U_CbDfFSQy, 6472180]
[paragraph, [123.0, 476.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 512.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 548.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 584.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 620.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 656.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 692.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 728.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 764.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
[paragraph, [123.0, 800.0, 298.0, 36.0], 3s_uU57ikm, 6472180]
