[1571, 1128]
[paragraph, [96.0, 482.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[paragraph, [96.0, 518.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[paragraph, [96.0, 554.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[paragraph, [96.0, 590.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[paragraph, [96.0, 626.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[paragraph, [96.0, 662.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[paragraph, [96.0, 698.0, 295.0, 36.0], shoonya_8sOB03TVHDOVUO, 6472096]
[figure-caption, [709.0, 485.0, 289.0, 36.0], 4YxXY3oXBL, 6472096]
[figure-caption, [709.0, 521.0, 289.0, 36.0], 4YxXY3oXBL, 6472096]
[paragraph, [402.0, 489.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 525.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 561.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 597.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 633.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 669.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 705.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 741.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 777.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 813.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [402.0, 849.0, 287.0, 36.0], shoonya_4sR5ZJ8M90XTKU, 6472096]
[paragraph, [706.0, 610.0, 290.0, 36.0], shoonya_9sC2CAV2Y4VSKW, 6472096]
[paragraph, [706.0, 646.0, 290.0, 36.0], shoonya_9sC2CAV2Y4VSKW, 6472096]
[paragraph, [706.0, 682.0, 290.0, 36.0], shoonya_9sC2CAV2Y4VSKW, 6472096]
[paragraph, [99.0, 740.0, 291.0, 36.0], shoonya_10s58JUAFL1DQ3, 6472096]
[paragraph, [99.0, 776.0, 291.0, 36.0], shoonya_10s58JUAFL1DQ3, 6472096]
[paragraph, [99.0, 812.0, 291.0, 36.0], shoonya_10s58JUAFL1DQ3, 6472096]
[paragraph, [99.0, 848.0, 291.0, 36.0], shoonya_10s58JUAFL1DQ3, 6472096]
[paragraph, [99.0, 884.0, 291.0, 36.0], shoonya_10s58JUAFL1DQ3, 6472096]
[paragraph, [99.0, 920.0, 291.0, 36.0], shoonya_10s58JUAFL1DQ3, 6472096]
[paragraph, [99.0, 956.0, 291.0, 36.0], shoonya_10s58JUAFL1DQ3, 6472096]
[paragraph, [703.0, 741.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 777.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 813.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 849.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 885.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 921.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 957.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 993.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1029.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1065.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1101.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1137.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1173.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1209.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1245.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1281.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1317.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
[paragraph, [703.0, 1353.0, 293.0, 36.0], shoonya_0sWMV3S20NYTS1, 6472096]
