[515, 727]
[section-title, [205.0, 48.0, 66.0, 30.0], _CHVatNrdc, 6533691]
[paragraph, [444.0, 59.0, 184.0, 18.0], PIucfhUGFG, 6533691]
[paragraph, [444.0, 77.0, 184.0, 18.0], PIucfhUGFG, 6533691]
[paragraph, [444.0, 95.0, 184.0, 18.0], PIucfhUGFG, 6533691]
[paragraph, [145.0, 86.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 104.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 122.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 140.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 158.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 176.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 194.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 212.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 230.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 248.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 266.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 284.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 302.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 320.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 338.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [145.0, 356.0, 186.0, 18.0], bMb3rkS9wu, 6533691]
[paragraph, [442.0, 122.0, 187.0, 18.0], ZeIMDjdrII, 6533691]
[paragraph, [442.0, 140.0, 187.0, 18.0], ZeIMDjdrII, 6533691]
[paragraph, [445.0, 174.0, 184.0, 18.0], stPlR_Q0ck, 6533691]
[paragraph, [445.0, 192.0, 184.0, 18.0], stPlR_Q0ck, 6533691]
[paragraph, [442.0, 227.0, 183.0, 18.0], MFVay768Ie, 6533691]
[paragraph, [442.0, 245.0, 183.0, 18.0], MFVay768Ie, 6533691]
[paragraph, [440.0, 283.0, 188.0, 18.0], aeDsKzbOMl, 6533691]
[paragraph, [440.0, 301.0, 188.0, 18.0], aeDsKzbOMl, 6533691]
[paragraph, [442.0, 336.0, 184.0, 18.0], GhwQlgn2qC, 6533691]
[paragraph, [442.0, 354.0, 184.0, 18.0], GhwQlgn2qC, 6533691]
[ordered-list, [101.0, 390.0, 270.0, 18.0], 0KLvtNyYZu, 6533691]
[ordered-list, [101.0, 408.0, 270.0, 18.0], 0KLvtNyYZu, 6533691]
[ordered-list, [401.0, 397.0, 259.0, 18.0], XOpN3H6VhK, 6533691]
[ordered-list, [401.0, 415.0, 259.0, 18.0], XOpN3H6VhK, 6533691]
[ordered-list, [401.0, 433.0, 259.0, 18.0], XOpN3H6VhK, 6533691]
