[1818, 1374]
[folio, [612.0, 105.0, 130.0, 36.0], zd03Vw-xgL, 5683347]
[paragraph, [108.0, 170.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 206.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 242.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 278.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 314.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 350.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 386.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 422.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 458.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 494.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 530.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 566.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 602.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 638.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 674.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 710.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 746.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 782.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 818.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [108.0, 854.0, 562.0, 36.0], shoonya_1sUYJSIBUDRV90, 5683347]
[paragraph, [689.0, 176.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 212.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 248.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 284.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 320.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 356.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 392.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 428.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 464.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 500.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 536.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 572.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 608.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 644.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 680.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 716.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 752.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 788.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 824.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 860.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 896.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 932.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 968.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1004.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1040.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1076.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1112.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1148.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1184.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1220.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1256.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1292.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1328.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1364.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1400.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1436.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1472.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1508.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [689.0, 1544.0, 577.0, 36.0], shoonya_3sZ4WEIHFNKHQY, 5683347]
[paragraph, [111.0, 987.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1023.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1059.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1095.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1131.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1167.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1203.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1239.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1275.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1311.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
[paragraph, [111.0, 1347.0, 562.0, 36.0], shoonya_0sJVN6KF6RYF38, 5683347]
