[1244, 871]
[chapter-title, [346.0, 36.0, 274.0, 30.0], shoonya_11sNWK1RT3HFLA, 5776630]
[paragraph, [168.0, 75.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 93.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 111.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 129.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 147.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 165.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 183.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 201.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 219.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 237.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 255.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 273.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 291.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [168.0, 309.0, 634.0, 18.0], shoonya_0sY84D75DM4Q8N, 5776630]
[paragraph, [161.0, 326.0, 649.0, 18.0], wVltVUgd-A, 5776630]
[paragraph, [161.0, 344.0, 649.0, 18.0], wVltVUgd-A, 5776630]
[paragraph, [161.0, 362.0, 649.0, 18.0], wVltVUgd-A, 5776630]
[paragraph, [169.0, 375.0, 638.0, 18.0], HNLxePSoLk, 5776630]
[paragraph, [169.0, 393.0, 638.0, 18.0], HNLxePSoLk, 5776630]
[paragraph, [169.0, 411.0, 638.0, 18.0], HNLxePSoLk, 5776630]
[paragraph, [169.0, 429.0, 638.0, 18.0], HNLxePSoLk, 5776630]
[paragraph, [165.0, 450.0, 642.0, 18.0], HJJbOlCvsW, 5776630]
[paragraph, [165.0, 468.0, 642.0, 18.0], HJJbOlCvsW, 5776630]
[paragraph, [165.0, 486.0, 642.0, 18.0], HJJbOlCvsW, 5776630]
[paragraph, [189.0, 508.0, 415.0, 18.0], shoonya_12s233Q5LFUPV1, 5776630]
[paragraph, [174.0, 535.0, 627.0, 18.0], shoonya_10sT5TTQ0SS8H2, 5776630]
[paragraph, [174.0, 553.0, 627.0, 18.0], shoonya_10sT5TTQ0SS8H2, 5776630]
[paragraph, [173.0, 589.0, 628.0, 18.0], shoonya_6sJ7UPEKOR61YD, 5776630]
[paragraph, [173.0, 607.0, 628.0, 18.0], shoonya_6sJ7UPEKOR61YD, 5776630]
[paragraph, [173.0, 625.0, 628.0, 18.0], shoonya_6sJ7UPEKOR61YD, 5776630]
[paragraph, [192.0, 640.0, 337.0, 18.0], shoonya_8sMNXY56P6MZ5E, 5776630]
[paragraph, [174.0, 665.0, 627.0, 18.0], shoonya_5sRUJ4OWVGQDE8, 5776630]
[paragraph, [174.0, 683.0, 627.0, 18.0], shoonya_5sRUJ4OWVGQDE8, 5776630]
[paragraph, [174.0, 701.0, 627.0, 18.0], shoonya_5sRUJ4OWVGQDE8, 5776630]
[paragraph, [174.0, 719.0, 627.0, 18.0], shoonya_5sRUJ4OWVGQDE8, 5776630]
[paragraph, [174.0, 737.0, 627.0, 18.0], shoonya_5sRUJ4OWVGQDE8, 5776630]
[paragraph, [174.0, 769.0, 628.0, 18.0], shoonya_3sAA6QX7N2RKX2, 5776630]
[paragraph, [174.0, 787.0, 628.0, 18.0], shoonya_3sAA6QX7N2RKX2, 5776630]
[paragraph, [172.0, 822.0, 632.0, 18.0], shoonya_2sUUJEYCINTUM4, 5776630]
[paragraph, [172.0, 840.0, 632.0, 18.0], shoonya_2sUUJEYCINTUM4, 5776630]
[paragraph, [173.0, 875.0, 632.0, 18.0], shoonya_1sM2A0VT7AFH4G, 5776630]
[paragraph, [173.0, 893.0, 632.0, 18.0], shoonya_1sM2A0VT7AFH4G, 5776630]
[paragraph, [173.0, 911.0, 632.0, 18.0], shoonya_1sM2A0VT7AFH4G, 5776630]
[paragraph, [173.0, 929.0, 632.0, 18.0], shoonya_1sM2A0VT7AFH4G, 5776630]
[paragraph, [173.0, 947.0, 632.0, 18.0], shoonya_1sM2A0VT7AFH4G, 5776630]
[paragraph, [196.0, 977.0, 399.0, 18.0], shoonya_4sSULICY1QFTSN, 5776630]
[paragraph, [200.0, 1004.0, 288.0, 18.0], shoonya_7sYRQXXMF5DEDL, 5776630]
[paragraph, [159.0, 1030.0, 645.0, 18.0], shoonya_9sZ839BXIX294F, 5776630]
[paragraph, [159.0, 1048.0, 645.0, 18.0], shoonya_9sZ839BXIX294F, 5776630]
[paragraph, [159.0, 1066.0, 645.0, 18.0], shoonya_9sZ839BXIX294F, 5776630]
