[1461, 1106]
[section-title, [192.0, 144.0, 724.0, 30.0], shoonya_7sGO1VJMHXK077, 5759158]
[ordered-list, [190.0, 178.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 196.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 214.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 232.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 250.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 268.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 286.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 304.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 322.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 340.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 358.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 376.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 394.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 412.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 430.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 448.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 466.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 484.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 502.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 520.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 538.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 556.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 574.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[ordered-list, [190.0, 592.0, 793.0, 18.0], shoonya_6s99O3ZGBDXCQP, 5759158]
[section-title, [148.0, 629.0, 275.0, 30.0], shoonya_5s1MWRZUQPWP6J, 5759158]
[paragraph, [143.0, 672.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [143.0, 690.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [143.0, 708.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [143.0, 726.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [143.0, 744.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [143.0, 762.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [143.0, 780.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [143.0, 798.0, 849.0, 18.0], shoonya_2sT8KBSGQO5OTV, 5759158]
[paragraph, [141.0, 844.0, 849.0, 18.0], shoonya_3s9NR2V6R7EJPN, 5759158]
[paragraph, [141.0, 862.0, 849.0, 18.0], shoonya_3s9NR2V6R7EJPN, 5759158]
[paragraph, [141.0, 880.0, 849.0, 18.0], shoonya_3s9NR2V6R7EJPN, 5759158]
[paragraph, [141.0, 898.0, 849.0, 18.0], shoonya_3s9NR2V6R7EJPN, 5759158]
[paragraph, [141.0, 916.0, 849.0, 18.0], shoonya_3s9NR2V6R7EJPN, 5759158]
[paragraph, [141.0, 934.0, 849.0, 18.0], shoonya_3s9NR2V6R7EJPN, 5759158]
[paragraph, [141.0, 952.0, 849.0, 18.0], shoonya_3s9NR2V6R7EJPN, 5759158]
[paragraph, [156.0, 1007.0, 822.0, 18.0], o5_jmxqr4M, 5759158]
[paragraph, [156.0, 1025.0, 822.0, 18.0], o5_jmxqr4M, 5759158]
[paragraph, [156.0, 1043.0, 822.0, 18.0], o5_jmxqr4M, 5759158]
[paragraph, [156.0, 1061.0, 822.0, 18.0], o5_jmxqr4M, 5759158]
[paragraph, [156.0, 1079.0, 822.0, 18.0], o5_jmxqr4M, 5759158]
[section-title, [146.0, 1150.0, 232.0, 30.0], shoonya_4s7UNRHHTNMF66, 5759158]
[paragraph, [142.0, 1191.0, 845.0, 18.0], shoonya_1sUWD8BF45PQN7, 5759158]
[paragraph, [142.0, 1209.0, 845.0, 18.0], shoonya_1sUWD8BF45PQN7, 5759158]
[paragraph, [142.0, 1227.0, 845.0, 18.0], shoonya_1sUWD8BF45PQN7, 5759158]
[paragraph, [142.0, 1245.0, 845.0, 18.0], shoonya_1sUWD8BF45PQN7, 5759158]
[paragraph, [142.0, 1263.0, 845.0, 18.0], shoonya_1sUWD8BF45PQN7, 5759158]
[folio, [205.0, 1346.0, 142.0, 18.0], 00HfRBGPjE, 5759158]
