[1650, 934]
[folio, [381.0, 102.0, 265.0, 36.0], maOH-zkMzU, 5765785]
[paragraph, [90.0, 174.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 210.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 246.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 282.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 318.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 354.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 390.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 426.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 462.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 498.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 534.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 570.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 606.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 642.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 678.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 714.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 750.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 786.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 822.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 858.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 894.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 930.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 966.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1002.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1038.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1074.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1110.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1146.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1182.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1218.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1254.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1290.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1326.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1362.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1398.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
[paragraph, [90.0, 1434.0, 815.0, 36.0], shoonya_0sYI5JZT2PKDXZ, 5765785]
