[2339, 1653]
[folio, [278.0, 231.0, 214.0, 36.0], QhS-44L-HA, 5655285]
[paragraph, [282.0, 313.0, 1079.0, 36.0], shoonya_4sXF61XBXR2E9U, 5655285]
[paragraph, [282.0, 349.0, 1079.0, 36.0], shoonya_4sXF61XBXR2E9U, 5655285]
[paragraph, [282.0, 385.0, 1079.0, 36.0], shoonya_4sXF61XBXR2E9U, 5655285]
[paragraph, [282.0, 421.0, 1079.0, 36.0], shoonya_4sXF61XBXR2E9U, 5655285]
[paragraph, [282.0, 457.0, 1079.0, 36.0], shoonya_4sXF61XBXR2E9U, 5655285]
[paragraph, [282.0, 493.0, 1079.0, 36.0], shoonya_4sXF61XBXR2E9U, 5655285]
[paragraph, [286.0, 570.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 606.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 642.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 678.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 714.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 750.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 786.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 822.0, 1077.0, 36.0], shoonya_0sMHQNXG77O7ZN, 5655285]
[paragraph, [286.0, 903.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 939.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 975.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1011.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1047.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1083.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1119.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1155.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1191.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1227.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1263.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1299.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1335.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1371.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1407.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1443.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1479.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1515.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1551.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1587.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1623.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [286.0, 1659.0, 1079.0, 36.0], shoonya_1sNA3FRQQ5GY37, 5655285]
[paragraph, [253.0, 1744.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
[paragraph, [253.0, 1780.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
[paragraph, [253.0, 1816.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
[paragraph, [253.0, 1852.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
[paragraph, [253.0, 1888.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
[paragraph, [253.0, 1924.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
[paragraph, [253.0, 1960.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
[paragraph, [253.0, 1996.0, 1145.0, 36.0], EE2RSaFE9E, 5655285]
