[1754, 1241]
[ordered-list, [142.0, 193.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 229.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 265.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 301.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 337.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 373.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 409.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 445.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 481.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 517.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 553.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 589.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 625.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 661.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 697.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 733.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 769.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 805.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 841.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 877.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 913.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 949.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 985.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 1021.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 1057.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[ordered-list, [142.0, 1093.0, 954.0, 36.0], HKBuvfZy_O, 5747182]
[paragraph, [179.0, 1195.0, 651.0, 36.0], pr3BVCSLmy, 5747182]
[unordered-list, [245.0, 1246.0, 631.0, 36.0], shoonya_0sWEO52X9UX1DX, 5747182]
[unordered-list, [245.0, 1282.0, 631.0, 36.0], shoonya_0sWEO52X9UX1DX, 5747182]
[unordered-list, [245.0, 1318.0, 631.0, 36.0], shoonya_0sWEO52X9UX1DX, 5747182]
[unordered-list, [245.0, 1354.0, 631.0, 36.0], shoonya_0sWEO52X9UX1DX, 5747182]
[unordered-list, [245.0, 1390.0, 631.0, 36.0], shoonya_0sWEO52X9UX1DX, 5747182]
[unordered-list, [245.0, 1426.0, 631.0, 36.0], shoonya_0sWEO52X9UX1DX, 5747182]
[unordered-list, [245.0, 1462.0, 631.0, 36.0], shoonya_0sWEO52X9UX1DX, 5747182]
