[792, 612]
[section-title, [229.0, 106.0, 165.0, 30.0], iQT-YUnOmI, 6492823]
[paragraph, [89.0, 168.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 186.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 204.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 222.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 240.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 258.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 276.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 294.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 312.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 330.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 348.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 366.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 384.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 402.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 420.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 438.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 456.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 474.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 492.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 510.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 528.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 546.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 564.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 582.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 600.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 618.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 636.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 654.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 672.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 690.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 708.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
[paragraph, [89.0, 726.0, 440.0, 18.0], shoonya_0sK4HFRMA35CQ9, 6492823]
