[1238, 765]
[folio, [296.0, 74.0, 146.0, 18.0], xBZ8dq8W-r, 5770486]
[folio, [296.0, 92.0, 146.0, 18.0], xBZ8dq8W-r, 5770486]
[folio, [296.0, 110.0, 146.0, 18.0], xBZ8dq8W-r, 5770486]
[paragraph, [388.0, 136.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 154.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 172.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 190.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 208.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 226.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 244.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 262.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 280.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 298.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 316.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 334.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [388.0, 352.0, 298.0, 18.0], Dig3K2C6v_, 5770486]
[paragraph, [76.0, 139.0, 302.0, 18.0], M3P2dxiPeU, 5770486]
[paragraph, [76.0, 157.0, 302.0, 18.0], M3P2dxiPeU, 5770486]
[paragraph, [76.0, 175.0, 302.0, 18.0], M3P2dxiPeU, 5770486]
[paragraph, [76.0, 193.0, 302.0, 18.0], M3P2dxiPeU, 5770486]
[paragraph, [76.0, 211.0, 302.0, 18.0], M3P2dxiPeU, 5770486]
[paragraph, [84.0, 238.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 256.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 274.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 292.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 310.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 328.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 346.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 364.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 382.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 400.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 418.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 436.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 454.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 472.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 490.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 508.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 526.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 544.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 562.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 580.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [84.0, 598.0, 293.0, 18.0], oMn9tgdpcL, 5770486]
[paragraph, [385.0, 372.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 390.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 408.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 426.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 444.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 462.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 480.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 498.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 516.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 534.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 552.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 570.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 588.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 606.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 624.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 642.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 660.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 678.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 696.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 714.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 732.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 750.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 768.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 786.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 804.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 822.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [385.0, 840.0, 296.0, 18.0], RXKJxklKS5, 5770486]
[paragraph, [84.0, 629.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 647.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 665.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 683.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 701.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 719.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 737.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 755.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 773.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 791.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 809.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 827.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 845.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 863.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 881.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 899.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 917.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 935.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 953.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 971.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 989.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 1007.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 1025.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [84.0, 1043.0, 298.0, 18.0], PMx2_Zp-AO, 5770486]
[paragraph, [393.0, 869.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 887.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 905.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 923.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 941.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 959.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 977.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 995.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1013.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1031.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1049.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1067.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1085.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1103.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1121.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[paragraph, [393.0, 1139.0, 295.0, 18.0], xPIeimnXy4, 5770486]
[section-title, [85.0, 1080.0, 159.0, 30.0], J5FNiJEdaY, 5770486]
[paragraph, [76.0, 1111.0, 310.0, 18.0], DCv0EVDu-c, 5770486]
[paragraph, [76.0, 1129.0, 310.0, 18.0], DCv0EVDu-c, 5770486]
[paragraph, [76.0, 1147.0, 310.0, 18.0], DCv0EVDu-c, 5770486]
