[856, 612]
[section-title, [178.0, 27.0, 222.0, 30.0], shoonya_3s9V6SOMJBOC47, 6460945]
[paragraph, [84.0, 73.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 91.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 109.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 127.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 145.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 163.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 181.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 199.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 217.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 235.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 253.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 271.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 289.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 307.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 325.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 343.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 361.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 379.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 397.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 415.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 433.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 451.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 469.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 487.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 505.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [84.0, 523.0, 431.0, 18.0], shoonya_0sUVGNAQYH0CG9, 6460945]
[paragraph, [70.0, 559.0, 442.0, 18.0], shoonya_2sJ686XWNJQ6WN, 6460945]
[paragraph, [70.0, 577.0, 442.0, 18.0], shoonya_2sJ686XWNJQ6WN, 6460945]
[paragraph, [70.0, 595.0, 442.0, 18.0], shoonya_2sJ686XWNJQ6WN, 6460945]
[paragraph, [70.0, 613.0, 442.0, 18.0], shoonya_2sJ686XWNJQ6WN, 6460945]
[paragraph, [70.0, 631.0, 442.0, 18.0], shoonya_2sJ686XWNJQ6WN, 6460945]
[paragraph, [70.0, 649.0, 442.0, 18.0], shoonya_2sJ686XWNJQ6WN, 6460945]
[paragraph, [70.0, 667.0, 442.0, 18.0], shoonya_2sJ686XWNJQ6WN, 6460945]
[paragraph, [82.0, 688.0, 440.0, 18.0], shoonya_1sDD2URAEA4V47, 6460945]
[paragraph, [82.0, 706.0, 440.0, 18.0], shoonya_1sDD2URAEA4V47, 6460945]
[paragraph, [82.0, 724.0, 440.0, 18.0], shoonya_1sDD2URAEA4V47, 6460945]
[paragraph, [82.0, 742.0, 440.0, 18.0], shoonya_1sDD2URAEA4V47, 6460945]
[paragraph, [82.0, 760.0, 440.0, 18.0], shoonya_1sDD2URAEA4V47, 6460945]
