[2200, 1700]
[paragraph, [310.0, 55.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 91.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 127.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 163.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 199.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 235.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 271.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 307.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 343.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 379.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 415.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 451.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 487.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 523.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 559.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 595.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 631.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 667.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 703.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 739.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 775.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 811.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 847.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 883.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 919.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 955.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 991.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1027.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1063.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1099.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1135.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1171.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1207.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1243.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1279.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1315.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [310.0, 1351.0, 1127.0, 36.0], shoonya_1s5FTCXYBUFC5S, 5730757]
[paragraph, [328.0, 1492.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1528.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1564.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1600.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1636.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1672.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1708.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1744.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1780.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1816.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1852.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1888.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[paragraph, [328.0, 1924.0, 1115.0, 36.0], shoonya_0sEMFRU4XINC5Q, 5730757]
[folio, [989.0, 2021.0, 358.0, 36.0], IgJaZTn86r, 5730757]
