[1492, 1000]
[folio, [394.0, 153.0, 213.0, 18.0], shoonya_1sWXCAP8OWBKIH, 5720398]
[paragraph, [146.0, 210.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 228.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 246.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 264.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 282.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 300.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 318.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 336.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 354.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 372.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 390.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 408.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [146.0, 426.0, 739.0, 18.0], shoonya_0sNIFDGJWOJ3ND, 5720398]
[paragraph, [142.0, 447.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 465.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 483.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 501.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 519.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 537.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 555.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 573.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 591.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 609.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 627.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 645.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 663.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 681.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 699.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 717.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 735.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 753.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [142.0, 771.0, 744.0, 18.0], Txywndk5ui, 5720398]
[paragraph, [152.0, 797.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 815.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 833.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 851.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 869.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 887.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 905.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 923.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [152.0, 941.0, 727.0, 18.0], j5PPhSx5ct, 5720398]
[paragraph, [150.0, 959.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 977.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 995.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1013.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1031.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1049.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1067.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1085.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1103.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1121.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1139.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1157.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1175.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1193.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1211.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1229.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1247.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1265.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
[paragraph, [150.0, 1283.0, 734.0, 18.0], D4BhiDpVYS, 5720398]
