[2339, 1654]
[folio, [72.0, 39.0, 231.0, 36.0], 1d0R9waQM4, 5751249]
[paragraph, [76.0, 95.0, 1447.0, 36.0], jY07CSw16T, 5751249]
[paragraph, [76.0, 131.0, 1447.0, 36.0], jY07CSw16T, 5751249]
[paragraph, [76.0, 167.0, 1447.0, 36.0], jY07CSw16T, 5751249]
[paragraph, [76.0, 203.0, 1447.0, 36.0], jY07CSw16T, 5751249]
[paragraph, [76.0, 239.0, 1447.0, 36.0], jY07CSw16T, 5751249]
[paragraph, [229.0, 289.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 325.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 361.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 397.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 433.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 469.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 505.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 541.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 577.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 613.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 649.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 685.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 721.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 757.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [229.0, 793.0, 1153.0, 36.0], Cq0J9n9bmn, 5751249]
[paragraph, [82.0, 912.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 948.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 984.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1020.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1056.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1092.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1128.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1164.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1200.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1236.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1272.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1308.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1344.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1380.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1416.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1452.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1488.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1524.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1560.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1596.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1632.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1668.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1704.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1740.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1776.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1812.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1848.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1884.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1920.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1956.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 1992.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 2028.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 2064.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 2100.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 2136.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
[paragraph, [82.0, 2172.0, 1441.0, 36.0], shoonya_0sXFY8W0GKFWC8, 5751249]
