[1372, 849]
[section-title, [319.0, 68.0, 211.0, 30.0], shoonya_1sOMHR29K5WGR7, 5709748]
[paragraph, [60.0, 133.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 151.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 169.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 187.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 205.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 223.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 241.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 259.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 277.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 295.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 313.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 331.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 349.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 367.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 385.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 403.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 421.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 439.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 457.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 475.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 493.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 511.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 529.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 547.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 565.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 583.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 601.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 619.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 637.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 655.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 673.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 691.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 709.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 727.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 745.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 763.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 781.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 799.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [60.0, 817.0, 725.0, 18.0], shoonya_2sTZCPSOVLC7UJ, 5709748]
[paragraph, [59.0, 841.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 859.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 877.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 895.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 913.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 931.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 949.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 967.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 985.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1003.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1021.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1039.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1057.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1075.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1093.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1111.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1129.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1147.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1165.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1183.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1201.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1219.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1237.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1255.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
[paragraph, [59.0, 1273.0, 727.0, 18.0], shoonya_0sTKB5FRHHX75X, 5709748]
