[2806, 1984]
[section-title, [771.0, 171.0, 453.0, 79.5], UzgAVLK13B, 5699115]
[folio, [912.0, 264.0, 147.0, 46.5], -P5zDN92gU, 5699115]
[folio, [912.0, 310.5, 147.0, 46.5], -P5zDN92gU, 5699115]
[sidebar, [712.0, 382.0, 546.0, 46.5], rWXVC_Yvt8, 5699115]
[second-level-question, [222.0, 646.0, 1111.0, 46.5], p8lLUyrqYQ, 5699115]
[answer, [210.0, 753.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 799.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 846.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 892.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 939.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 985.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1032.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1078.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1125.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1171.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1218.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1264.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1311.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1357.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1404.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1450.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1497.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1543.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1590.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1636.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1683.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1729.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1776.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1822.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1869.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1915.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 1962.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2008.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2055.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2101.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2148.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2194.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2241.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2287.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2334.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2380.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2427.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2473.5, 1594.0, 46.5], IZFuAjofn8, 5699115]
[answer, [210.0, 2520.0, 1594.0, 46.5], IZFuAjofn8, 5699115]
[paragraph, [320.0, 1236.0, 1433.0, 46.5], y-ng2Xk1-i, 5699115]
[paragraph, [320.0, 1282.5, 1433.0, 46.5], y-ng2Xk1-i, 5699115]
[paragraph, [320.0, 1407.0, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1453.5, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1500.0, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1546.5, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1593.0, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1639.5, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1686.0, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1732.5, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [320.0, 1779.0, 1433.0, 46.5], ViMHB_qa0V, 5699115]
[paragraph, [314.0, 1875.0, 329.0, 46.5], vXaaI0IoXu, 5699115]
[ordered-list, [229.0, 1989.0, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2035.5, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2082.0, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2128.5, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2175.0, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2221.5, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2268.0, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2314.5, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2361.0, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2407.5, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2454.0, 1560.0, 46.5], oi4AK0RszR, 5699115]
[ordered-list, [229.0, 2500.5, 1560.0, 46.5], oi4AK0RszR, 5699115]
[sub-ordered-list, [291.0, 2237.0, 1497.0, 46.5], Sm9wNrlZg8, 5699115]
[sub-ordered-list, [291.0, 2283.5, 1497.0, 46.5], Sm9wNrlZg8, 5699115]
[sub-ordered-list, [291.0, 2330.0, 1497.0, 46.5], Sm9wNrlZg8, 5699115]
[sub-ordered-list, [291.0, 2376.5, 1497.0, 46.5], Sm9wNrlZg8, 5699115]
[sub-ordered-list, [291.0, 2423.0, 1497.0, 46.5], Sm9wNrlZg8, 5699115]
[sub-ordered-list, [291.0, 2469.5, 1497.0, 46.5], Sm9wNrlZg8, 5699115]
[sub-ordered-list, [291.0, 2516.0, 1497.0, 46.5], Sm9wNrlZg8, 5699115]
