[2481, 1654]
[folio, [344.0, 97.0, 125.0, 36.0], evjViW8QAg, 5721655]
[paragraph, [273.0, 216.0, 855.0, 36.0], 8_egCRDoxJ, 5721655]
[paragraph, [225.0, 274.0, 1257.0, 36.0], iwZ5HqIB7F, 5721655]
[paragraph, [225.0, 310.0, 1257.0, 36.0], iwZ5HqIB7F, 5721655]
[paragraph, [225.0, 346.0, 1257.0, 36.0], iwZ5HqIB7F, 5721655]
[paragraph, [225.0, 382.0, 1257.0, 36.0], iwZ5HqIB7F, 5721655]
[paragraph, [225.0, 418.0, 1257.0, 36.0], iwZ5HqIB7F, 5721655]
[paragraph, [215.0, 479.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 515.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 551.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 587.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 623.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 659.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 695.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 731.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 767.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [215.0, 803.0, 1269.0, 36.0], MvhEPqWoF2, 5721655]
[paragraph, [221.0, 841.0, 1267.0, 36.0], -zR7NjULnL, 5721655]
[paragraph, [221.0, 877.0, 1267.0, 36.0], -zR7NjULnL, 5721655]
[paragraph, [221.0, 913.0, 1267.0, 36.0], -zR7NjULnL, 5721655]
[paragraph, [221.0, 949.0, 1267.0, 36.0], -zR7NjULnL, 5721655]
[paragraph, [221.0, 985.0, 1267.0, 36.0], -zR7NjULnL, 5721655]
[paragraph, [219.0, 1054.0, 1267.0, 36.0], gKrIWhI51D, 5721655]
[paragraph, [219.0, 1090.0, 1267.0, 36.0], gKrIWhI51D, 5721655]
[paragraph, [219.0, 1126.0, 1267.0, 36.0], gKrIWhI51D, 5721655]
[paragraph, [219.0, 1162.0, 1267.0, 36.0], gKrIWhI51D, 5721655]
[paragraph, [219.0, 1198.0, 1267.0, 36.0], gKrIWhI51D, 5721655]
[paragraph, [219.0, 1234.0, 1267.0, 36.0], gKrIWhI51D, 5721655]
[paragraph, [219.0, 1270.0, 1267.0, 36.0], gKrIWhI51D, 5721655]
[paragraph, [283.0, 1315.0, 1184.0, 36.0], IpH9Weqcny, 5721655]
[paragraph, [283.0, 1351.0, 1184.0, 36.0], IpH9Weqcny, 5721655]
[paragraph, [225.0, 1426.0, 1263.0, 36.0], yRtWnkhVur, 5721655]
[paragraph, [225.0, 1462.0, 1263.0, 36.0], yRtWnkhVur, 5721655]
[paragraph, [225.0, 1498.0, 1263.0, 36.0], yRtWnkhVur, 5721655]
[paragraph, [225.0, 1534.0, 1263.0, 36.0], yRtWnkhVur, 5721655]
[paragraph, [225.0, 1570.0, 1263.0, 36.0], yRtWnkhVur, 5721655]
[paragraph, [225.0, 1625.0, 1265.0, 36.0], ZXSLCty1cv, 5721655]
[paragraph, [225.0, 1661.0, 1265.0, 36.0], ZXSLCty1cv, 5721655]
[paragraph, [225.0, 1697.0, 1265.0, 36.0], ZXSLCty1cv, 5721655]
[paragraph, [225.0, 1733.0, 1265.0, 36.0], ZXSLCty1cv, 5721655]
[paragraph, [225.0, 1769.0, 1265.0, 36.0], ZXSLCty1cv, 5721655]
[paragraph, [225.0, 1835.0, 1269.0, 36.0], K0llj-XAeW, 5721655]
[paragraph, [225.0, 1871.0, 1269.0, 36.0], K0llj-XAeW, 5721655]
[paragraph, [225.0, 1907.0, 1269.0, 36.0], K0llj-XAeW, 5721655]
[paragraph, [225.0, 1943.0, 1269.0, 36.0], K0llj-XAeW, 5721655]
[paragraph, [225.0, 1979.0, 1269.0, 36.0], K0llj-XAeW, 5721655]
[paragraph, [225.0, 2015.0, 1269.0, 36.0], K0llj-XAeW, 5721655]
[paragraph, [225.0, 2051.0, 1269.0, 36.0], K0llj-XAeW, 5721655]
[paragraph, [223.0, 2094.0, 1270.0, 36.0], Q-zVXO1Ckv, 5721655]
[paragraph, [223.0, 2130.0, 1270.0, 36.0], Q-zVXO1Ckv, 5721655]
[paragraph, [223.0, 2166.0, 1270.0, 36.0], Q-zVXO1Ckv, 5721655]
