[872, 605]
[section-title, [260.0, 50.0, 88.0, 30.0], G6Ct6eAJjZ, 6457173]
[paragraph, [35.0, 88.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 106.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 124.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 142.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 160.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 178.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 196.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 214.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 232.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 250.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 268.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 286.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 304.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 322.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 340.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 358.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 376.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 394.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 412.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 430.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 448.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 466.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 484.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 502.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 520.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 538.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [35.0, 556.0, 266.0, 18.0], shoonya_0s3LQ9SFQ5CW6X, 6457173]
[paragraph, [302.0, 88.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 106.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 124.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 142.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 160.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 178.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 196.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 214.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 232.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 250.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 268.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 286.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 304.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 322.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 340.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 358.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 376.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 394.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 412.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 430.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 448.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 466.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 484.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 502.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 520.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[paragraph, [302.0, 538.0, 270.0, 18.0], SkHCftBQvH, 6457173]
[footnote, [305.0, 559.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 577.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 595.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 613.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 631.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 649.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 667.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 685.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 703.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 721.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 739.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 757.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 775.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [305.0, 793.0, 265.0, 18.0], QLlQeClWch, 6457173]
[footnote, [32.0, 578.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 596.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 614.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 632.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 650.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 668.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 686.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 704.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 722.0, 269.0, 18.0], cQB7so_lS2, 6457173]
[footnote, [32.0, 740.0, 269.0, 18.0], cQB7so_lS2, 6457173]
