[1350, 975]
[section-title, [103.0, 109.0, 761.0, 30.0], rNazrV85xd, 6473541]
[section-title, [103.0, 139.0, 761.0, 30.0], rNazrV85xd, 6473541]
[ordered-list, [105.0, 197.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 215.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 233.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 251.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 269.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 287.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 305.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 323.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 341.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 359.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 377.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 395.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 413.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 431.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 449.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 467.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 485.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 503.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 521.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 539.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 557.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 575.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 593.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 611.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 629.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 647.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 665.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 683.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 701.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 719.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 737.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 755.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 773.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 791.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 809.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 827.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 845.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[ordered-list, [105.0, 863.0, 777.0, 18.0], shoonya_0sJLODHA0S98U2, 6473541]
[section-title, [112.0, 910.0, 759.0, 30.0], kvnj6h70jR, 6473541]
[section-title, [112.0, 940.0, 759.0, 30.0], kvnj6h70jR, 6473541]
[ordered-list, [113.0, 997.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1015.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1033.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1051.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1069.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1087.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1105.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1123.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1141.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1159.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1177.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
[ordered-list, [113.0, 1195.0, 754.0, 18.0], pNi7GzYnwR, 6473541]
