[1240, 1754]
[paragraph, [74.0, 90.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 108.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 126.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 144.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 162.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 180.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 198.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 216.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 234.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 252.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 270.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 288.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 306.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 324.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 342.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 360.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 378.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 396.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 414.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[paragraph, [74.0, 432.0, 501.0, 18.0], oUGcNk8wFF, 5726516]
[section-title, [1320.0, 131.0, 229.0, 30.0], nZaqP7KI2a, 5726516]
[section-title, [737.0, 142.0, 289.0, 30.0], rNDkF63WU3, 5726516]
[ordered-list, [1193.0, 203.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 221.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 239.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 257.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 275.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 293.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 311.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 329.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 347.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 365.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 383.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 401.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 419.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 437.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 455.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 473.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 491.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 509.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 527.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 545.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 563.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 581.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 599.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 617.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 635.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 653.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 671.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 689.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 707.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 725.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 743.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 761.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 779.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 797.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 815.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 833.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 851.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 869.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 887.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 905.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 923.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 941.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 959.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 977.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 995.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 1013.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 1031.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 1049.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 1067.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 1085.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 1103.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [1193.0, 1121.0, 494.0, 18.0], uodoG0avLN, 5726516]
[ordered-list, [643.0, 258.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 276.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 294.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 312.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 330.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 348.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 366.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 384.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 402.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 420.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 438.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 456.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 474.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 492.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 510.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 528.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 546.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 564.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 582.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 600.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 618.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 636.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 654.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 672.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 690.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 708.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 726.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 744.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 762.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 780.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 798.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 816.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 834.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 852.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 870.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 888.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 906.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 924.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
[ordered-list, [643.0, 942.0, 472.0, 18.0], ZEggxR6SOa, 5726516]
