[2000, 1414]
[section-title, [67.0, 726.0, 224.0, 52.5], MA95nsiMAH, 6491751]
[section-title, [715.0, 733.0, 242.0, 52.5], ZsK2gB_dFw, 6491751]
[paragraph, [76.0, 819.0, 574.0, 36.0], fJICiI3Phc, 6491751]
[paragraph, [76.0, 855.0, 574.0, 36.0], fJICiI3Phc, 6491751]
[paragraph, [76.0, 891.0, 574.0, 36.0], fJICiI3Phc, 6491751]
[paragraph, [712.0, 821.0, 595.0, 36.0], pFQ1GPkGIz, 6491751]
[paragraph, [712.0, 857.0, 595.0, 36.0], pFQ1GPkGIz, 6491751]
[paragraph, [712.0, 893.0, 595.0, 36.0], pFQ1GPkGIz, 6491751]
[section-title, [721.0, 1547.0, 228.0, 52.5], VTIfNcJaVV, 6491751]
[section-title, [79.0, 1556.0, 222.0, 52.5], BKlrJURUeS, 6491751]
[paragraph, [70.0, 1644.0, 585.0, 36.0], UOTycd8eY-, 6491751]
[paragraph, [70.0, 1680.0, 585.0, 36.0], UOTycd8eY-, 6491751]
[paragraph, [70.0, 1716.0, 585.0, 36.0], UOTycd8eY-, 6491751]
[paragraph, [714.0, 1648.0, 585.0, 36.0], 9H_bpaMLFb, 6491751]
[paragraph, [714.0, 1684.0, 585.0, 36.0], 9H_bpaMLFb, 6491751]
[paragraph, [714.0, 1720.0, 585.0, 36.0], 9H_bpaMLFb, 6491751]
