[1008, 612]
[ordered-list, [43.0, 78.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 96.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 114.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 132.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 150.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 168.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 186.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 204.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 222.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 240.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 258.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 276.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 294.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 312.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 330.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 348.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 366.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 384.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 402.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 420.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 438.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 456.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 474.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 492.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 510.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 528.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 546.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 564.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 582.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 600.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 618.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 636.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 654.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 672.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 690.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 708.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 726.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[ordered-list, [43.0, 744.0, 523.0, 18.0], AKH6ygJiad, 5717659]
[sub-ordered-list, [72.0, 188.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 206.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 224.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 242.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 260.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 278.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 296.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 314.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 332.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 350.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [72.0, 368.0, 482.0, 18.0], NQfffXZtal, 5717659]
[sub-ordered-list, [64.0, 400.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 418.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 436.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 454.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 472.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 490.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 508.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 526.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 544.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 562.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 580.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 598.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 616.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 634.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 652.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 670.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [64.0, 688.0, 489.0, 18.0], vmqBqNVOhQ, 5717659]
[sub-ordered-list, [65.0, 715.0, 487.0, 18.0], F0UOEuN6rJ, 5717659]
[sub-ordered-list, [65.0, 733.0, 487.0, 18.0], F0UOEuN6rJ, 5717659]
[sub-ordered-list, [65.0, 751.0, 487.0, 18.0], F0UOEuN6rJ, 5717659]
