[975, 571]
[chapter-title, [107.0, 26.0, 325.0, 30.0], shoonya_0sDTHNLKYSYGKU, 5775924]
[paragraph, [10.0, 73.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 91.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 109.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 127.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 145.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 163.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 181.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 199.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 217.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 235.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 253.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 271.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 289.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 307.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 325.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 343.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 361.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 379.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 397.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 415.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 433.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 451.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 469.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 487.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 505.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 523.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 541.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [10.0, 559.0, 544.0, 18.0], ZtgjCt1b3A, 5775924]
[paragraph, [6.0, 578.0, 547.0, 18.0], S1SLdj7EME, 5775924]
[paragraph, [6.0, 596.0, 547.0, 18.0], S1SLdj7EME, 5775924]
[paragraph, [6.0, 614.0, 547.0, 18.0], S1SLdj7EME, 5775924]
[paragraph, [6.0, 632.0, 547.0, 18.0], S1SLdj7EME, 5775924]
[paragraph, [6.0, 650.0, 547.0, 18.0], S1SLdj7EME, 5775924]
[paragraph, [6.0, 668.0, 547.0, 18.0], S1SLdj7EME, 5775924]
[paragraph, [16.0, 695.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 713.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 731.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 749.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 767.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 785.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 803.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 821.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 839.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 857.0, 547.0, 18.0], C9MrNijY-u, 5775924]
[paragraph, [16.0, 875.0, 547.0, 18.0], C9MrNijY-u, 5775924]
