[1162, 749]
[folio, [323.0, 76.0, 125.0, 18.0], shoonya_2sN3Y9MZHH4XXT, 5699945]
[paragraph, [80.0, 123.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 141.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 159.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 177.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 195.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 213.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 231.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 249.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 267.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 285.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 303.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 321.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 339.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 357.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 375.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 393.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 411.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 429.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 447.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 465.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 483.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 501.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 519.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [80.0, 537.0, 586.0, 18.0], shoonya_0sBYFW7EPIS82U, 5699945]
[paragraph, [78.0, 572.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 590.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 608.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 626.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 644.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 662.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 680.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 698.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 716.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 734.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 752.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 770.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 788.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 806.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 824.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 842.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 860.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 878.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 896.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 914.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 932.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 950.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 968.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 986.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 1004.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 1022.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 1040.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
[paragraph, [78.0, 1058.0, 584.0, 18.0], shoonya_1sCNJ75VF3EOG8, 5699945]
