[2339, 1656]
[paragraph, [901.0, 96.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 132.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 168.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 204.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 240.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 276.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 312.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 348.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 384.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 420.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 456.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 492.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 528.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [901.0, 564.0, 700.0, 36.0], shoonya_2sX6HMLXXMWW68, 5749813]
[paragraph, [168.0, 101.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 137.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 173.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 209.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 245.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 281.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 317.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 353.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 389.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 425.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [168.0, 461.0, 703.0, 36.0], shoonya_4sUP7E87PHEE4Y, 5749813]
[paragraph, [170.0, 524.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 560.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 596.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 632.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 668.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 704.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 740.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 776.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 812.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [170.0, 848.0, 702.0, 36.0], shoonya_5s0HP59VCIL9P3, 5749813]
[paragraph, [907.0, 625.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 661.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 697.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 733.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 769.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 805.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 841.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 877.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [907.0, 913.0, 695.0, 36.0], shoonya_9s8SH0KHM8AJNY, 5749813]
[paragraph, [170.0, 899.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 935.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 971.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1007.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1043.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1079.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1115.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1151.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1187.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1223.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1259.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1295.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1331.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1367.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1403.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1439.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1475.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1511.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1547.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1583.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1619.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1655.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1691.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1727.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1763.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1799.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1835.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1871.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1907.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1943.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 1979.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [170.0, 2015.0, 705.0, 36.0], shoonya_0sGSP4653G73TT, 5749813]
[paragraph, [908.0, 953.0, 693.0, 36.0], shoonya_6sVRERGJ6UO9X5, 5749813]
[paragraph, [908.0, 989.0, 693.0, 36.0], shoonya_6sVRERGJ6UO9X5, 5749813]
[paragraph, [908.0, 1025.0, 693.0, 36.0], shoonya_6sVRERGJ6UO9X5, 5749813]
[paragraph, [908.0, 1061.0, 693.0, 36.0], shoonya_6sVRERGJ6UO9X5, 5749813]
[paragraph, [905.0, 1110.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1146.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1182.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1218.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1254.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1290.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1326.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1362.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [905.0, 1398.0, 702.0, 36.0], shoonya_3sFV4DTN3THTME, 5749813]
[paragraph, [907.0, 1435.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1471.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1507.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1543.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1579.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1615.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1651.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1687.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1723.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1759.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1795.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1831.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [907.0, 1867.0, 701.0, 36.0], shoonya_1sUCU39PDRVN4U, 5749813]
[paragraph, [912.0, 1909.0, 698.0, 36.0], shoonya_7sC1UOAJLT29HR, 5749813]
[paragraph, [912.0, 1945.0, 698.0, 36.0], shoonya_7sC1UOAJLT29HR, 5749813]
[paragraph, [912.0, 1981.0, 698.0, 36.0], shoonya_7sC1UOAJLT29HR, 5749813]
