[975, 575]
[chapter-title, [62.0, 35.0, 422.0, 30.0], shoonya_0sHJP41ANJMCSI, 5776092]
[paragraph, [12.0, 75.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [12.0, 93.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [12.0, 111.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [12.0, 129.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [12.0, 147.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [12.0, 165.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [12.0, 183.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [12.0, 201.0, 540.0, 18.0], 6FxE155vuS, 5776092]
[paragraph, [8.0, 211.0, 546.0, 18.0], cyUNxLQM9N, 5776092]
[paragraph, [8.0, 229.0, 546.0, 18.0], cyUNxLQM9N, 5776092]
[paragraph, [8.0, 247.0, 546.0, 18.0], cyUNxLQM9N, 5776092]
[paragraph, [8.0, 265.0, 546.0, 18.0], cyUNxLQM9N, 5776092]
[paragraph, [8.0, 283.0, 546.0, 18.0], cyUNxLQM9N, 5776092]
[paragraph, [8.0, 301.0, 546.0, 18.0], cyUNxLQM9N, 5776092]
[paragraph, [8.0, 319.0, 546.0, 18.0], cyUNxLQM9N, 5776092]
[paragraph, [5.0, 331.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 349.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 367.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 385.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 403.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 421.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 439.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 457.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [5.0, 475.0, 550.0, 18.0], sW0EdsmNDK, 5776092]
[paragraph, [16.0, 489.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 507.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 525.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 543.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 561.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 579.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 597.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 615.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 633.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 651.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 669.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 687.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 705.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 723.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 741.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 759.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 777.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 795.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 813.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 831.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 849.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 867.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 885.0, 551.0, 18.0], 9k4uschDPD, 5776092]
[paragraph, [16.0, 903.0, 551.0, 18.0], 9k4uschDPD, 5776092]
