[792, 612]
[paragraph, [60.0, 53.0, 161.0, 18.0], RWJv2l-2Bk, 6515874]
[paragraph, [226.0, 53.0, 158.0, 18.0], tYNpfQdeBo, 6515874]
[paragraph, [389.0, 53.0, 162.0, 18.0], MfVAvWYyBe, 6515874]
[paragraph, [389.0, 71.0, 162.0, 18.0], MfVAvWYyBe, 6515874]
[paragraph, [389.0, 89.0, 162.0, 18.0], MfVAvWYyBe, 6515874]
[paragraph, [62.0, 85.0, 159.0, 18.0], g-QxX08tRH, 6515874]
[paragraph, [62.0, 103.0, 159.0, 18.0], g-QxX08tRH, 6515874]
[paragraph, [225.0, 86.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 104.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 122.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 140.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 158.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 176.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 194.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 212.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 230.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [225.0, 248.0, 165.0, 18.0], UdHiVT8Y0f, 6515874]
[paragraph, [390.0, 112.0, 158.0, 18.0], MLqgdDkwhL, 6515874]
[paragraph, [390.0, 130.0, 158.0, 18.0], MLqgdDkwhL, 6515874]
[paragraph, [61.0, 126.0, 161.0, 18.0], ZtKTTOd5Db, 6515874]
[paragraph, [61.0, 144.0, 161.0, 18.0], ZtKTTOd5Db, 6515874]
[paragraph, [61.0, 162.0, 161.0, 18.0], ZtKTTOd5Db, 6515874]
[paragraph, [391.0, 156.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [391.0, 174.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [391.0, 192.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [391.0, 210.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [391.0, 228.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [391.0, 246.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [391.0, 264.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [391.0, 282.0, 157.0, 18.0], iVg_BC2jsA, 6515874]
[paragraph, [59.0, 196.0, 159.0, 18.0], Atltck-jZE, 6515874]
[paragraph, [59.0, 214.0, 159.0, 18.0], Atltck-jZE, 6515874]
[paragraph, [59.0, 232.0, 159.0, 18.0], Atltck-jZE, 6515874]
[paragraph, [59.0, 250.0, 159.0, 18.0], Atltck-jZE, 6515874]
[paragraph, [60.0, 281.0, 159.0, 18.0], vHYmIYvopq, 6515874]
[paragraph, [60.0, 299.0, 159.0, 18.0], vHYmIYvopq, 6515874]
[paragraph, [60.0, 317.0, 159.0, 18.0], vHYmIYvopq, 6515874]
[paragraph, [222.0, 283.0, 163.0, 18.0], -qu2Y1dolt, 6515874]
[paragraph, [222.0, 301.0, 163.0, 18.0], -qu2Y1dolt, 6515874]
[paragraph, [222.0, 319.0, 163.0, 18.0], -qu2Y1dolt, 6515874]
[paragraph, [391.0, 310.0, 156.0, 18.0], rf4vrQqFFC, 6515874]
[paragraph, [388.0, 338.0, 161.0, 18.0], Flt4em14Td, 6515874]
[paragraph, [388.0, 356.0, 161.0, 18.0], Flt4em14Td, 6515874]
[paragraph, [388.0, 374.0, 161.0, 18.0], Flt4em14Td, 6515874]
[paragraph, [388.0, 392.0, 161.0, 18.0], Flt4em14Td, 6515874]
[paragraph, [225.0, 351.0, 161.0, 18.0], Zyx3jqqDcN, 6515874]
[paragraph, [225.0, 369.0, 161.0, 18.0], Zyx3jqqDcN, 6515874]
[paragraph, [225.0, 387.0, 161.0, 18.0], Zyx3jqqDcN, 6515874]
[paragraph, [60.0, 352.0, 161.0, 18.0], DGRtovcZon, 6515874]
[paragraph, [60.0, 370.0, 161.0, 18.0], DGRtovcZon, 6515874]
[paragraph, [60.0, 388.0, 161.0, 18.0], DGRtovcZon, 6515874]
[paragraph, [227.0, 409.0, 159.0, 18.0], QgBY6Ybdlt, 6515874]
[paragraph, [227.0, 427.0, 159.0, 18.0], QgBY6Ybdlt, 6515874]
[paragraph, [227.0, 445.0, 159.0, 18.0], QgBY6Ybdlt, 6515874]
[paragraph, [227.0, 463.0, 159.0, 18.0], QgBY6Ybdlt, 6515874]
[paragraph, [227.0, 481.0, 159.0, 18.0], QgBY6Ybdlt, 6515874]
[paragraph, [227.0, 499.0, 159.0, 18.0], QgBY6Ybdlt, 6515874]
[paragraph, [58.0, 422.0, 164.0, 18.0], Aiez1bxxM4, 6515874]
[paragraph, [58.0, 440.0, 164.0, 18.0], Aiez1bxxM4, 6515874]
[paragraph, [58.0, 458.0, 164.0, 18.0], Aiez1bxxM4, 6515874]
[paragraph, [58.0, 476.0, 164.0, 18.0], Aiez1bxxM4, 6515874]
[paragraph, [58.0, 494.0, 164.0, 18.0], Aiez1bxxM4, 6515874]
[paragraph, [58.0, 512.0, 164.0, 18.0], Aiez1bxxM4, 6515874]
[paragraph, [58.0, 530.0, 164.0, 18.0], Aiez1bxxM4, 6515874]
[paragraph, [387.0, 422.0, 165.0, 18.0], ZgkNKANbzA, 6515874]
[paragraph, [387.0, 440.0, 165.0, 18.0], ZgkNKANbzA, 6515874]
[paragraph, [387.0, 458.0, 165.0, 18.0], ZgkNKANbzA, 6515874]
[paragraph, [387.0, 476.0, 165.0, 18.0], ZgkNKANbzA, 6515874]
[paragraph, [387.0, 494.0, 165.0, 18.0], ZgkNKANbzA, 6515874]
[paragraph, [387.0, 512.0, 165.0, 18.0], ZgkNKANbzA, 6515874]
[paragraph, [223.0, 521.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 539.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 557.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 575.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 593.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 611.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 629.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 647.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 665.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [223.0, 683.0, 163.0, 18.0], iNEBQIU_ha, 6515874]
[paragraph, [390.0, 548.0, 158.0, 18.0], fkSvwR_8wi, 6515874]
[paragraph, [390.0, 566.0, 158.0, 18.0], fkSvwR_8wi, 6515874]
[paragraph, [390.0, 584.0, 158.0, 18.0], fkSvwR_8wi, 6515874]
[paragraph, [60.0, 565.0, 162.0, 18.0], OHumMz_Aoy, 6515874]
[paragraph, [60.0, 583.0, 162.0, 18.0], OHumMz_Aoy, 6515874]
[paragraph, [60.0, 601.0, 162.0, 18.0], OHumMz_Aoy, 6515874]
[paragraph, [60.0, 619.0, 162.0, 18.0], OHumMz_Aoy, 6515874]
[paragraph, [389.0, 604.0, 160.0, 18.0], Wxi_kRtmqr, 6515874]
[paragraph, [389.0, 622.0, 160.0, 18.0], Wxi_kRtmqr, 6515874]
[paragraph, [389.0, 640.0, 160.0, 18.0], Wxi_kRtmqr, 6515874]
[paragraph, [61.0, 648.0, 160.0, 18.0], NYmD77z1C8, 6515874]
[paragraph, [61.0, 666.0, 160.0, 18.0], NYmD77z1C8, 6515874]
[paragraph, [61.0, 684.0, 160.0, 18.0], NYmD77z1C8, 6515874]
[paragraph, [61.0, 702.0, 160.0, 18.0], NYmD77z1C8, 6515874]
[paragraph, [389.0, 676.0, 162.0, 18.0], vhO1btdRGa, 6515874]
