[842, 596]
[section-title, [99.0, 66.0, 410.0, 30.0], AJ4ZLNeR1E, 5766314]
[sub-section-title, [54.0, 109.0, 258.0, 25.5], EbTAnmRUYH, 5766314]
[paragraph, [52.0, 141.0, 484.0, 18.0], Ezbd_IXRL4, 5766314]
[paragraph, [52.0, 159.0, 484.0, 18.0], Ezbd_IXRL4, 5766314]
[paragraph, [52.0, 177.0, 484.0, 18.0], Ezbd_IXRL4, 5766314]
[paragraph, [52.0, 195.0, 484.0, 18.0], Ezbd_IXRL4, 5766314]
[paragraph, [52.0, 213.0, 484.0, 18.0], Ezbd_IXRL4, 5766314]
[paragraph, [52.0, 231.0, 484.0, 18.0], Ezbd_IXRL4, 5766314]
[paragraph, [53.0, 257.0, 484.0, 18.0], shoonya_3sO6TENMK7JCZF, 5766314]
[paragraph, [53.0, 275.0, 484.0, 18.0], shoonya_3sO6TENMK7JCZF, 5766314]
[ordered-list, [50.0, 315.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 333.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 351.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 369.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 387.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 405.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 423.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 441.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 459.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[ordered-list, [50.0, 477.0, 492.0, 18.0], shoonya_1sYII7N0NWUQRY, 5766314]
[paragraph, [55.0, 532.0, 503.0, 18.0], shoonya_2sLU0GJ9329AJD, 5766314]
[paragraph, [55.0, 550.0, 503.0, 18.0], shoonya_2sLU0GJ9329AJD, 5766314]
[paragraph, [55.0, 568.0, 503.0, 18.0], shoonya_2sLU0GJ9329AJD, 5766314]
[paragraph, [55.0, 586.0, 503.0, 18.0], shoonya_2sLU0GJ9329AJD, 5766314]
[paragraph, [55.0, 604.0, 503.0, 18.0], shoonya_2sLU0GJ9329AJD, 5766314]
[paragraph, [55.0, 622.0, 503.0, 18.0], shoonya_2sLU0GJ9329AJD, 5766314]
[unordered-list, [66.0, 648.0, 488.0, 18.0], shoonya_0s8RR8X4GX45SJ, 5766314]
[unordered-list, [66.0, 666.0, 488.0, 18.0], shoonya_0s8RR8X4GX45SJ, 5766314]
[unordered-list, [66.0, 684.0, 488.0, 18.0], shoonya_0s8RR8X4GX45SJ, 5766314]
[unordered-list, [66.0, 702.0, 488.0, 18.0], shoonya_0s8RR8X4GX45SJ, 5766314]
[unordered-list, [66.0, 720.0, 488.0, 18.0], shoonya_0s8RR8X4GX45SJ, 5766314]
[unordered-list, [66.0, 738.0, 488.0, 18.0], shoonya_0s8RR8X4GX45SJ, 5766314]
