[2200, 1700]
[paragraph, [300.0, 68.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 104.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 140.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 176.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 212.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 248.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 284.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 320.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 356.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 392.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 428.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 464.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 500.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 536.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 572.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 608.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 644.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 680.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 716.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 752.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 788.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 824.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [300.0, 860.0, 1112.0, 36.0], shoonya_0sOMYZWEHRMKHK, 5730580]
[paragraph, [293.0, 935.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 971.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1007.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1043.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1079.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1115.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1151.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1187.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1223.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1259.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1295.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1331.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1367.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1403.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1439.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1475.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1511.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1547.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1583.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1619.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1655.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1691.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1727.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1763.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1799.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1835.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1871.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[paragraph, [293.0, 1907.0, 1114.0, 36.0], shoonya_1sTQPD55YVYIA5, 5730580]
[folio, [290.0, 2021.0, 367.0, 36.0], WSHRa1zCK9, 5730580]
