[1320, 1176]
[folio, [72.0, 53.0, 177.0, 18.0], shoonya_4sPE8HED45QY0Q, 5694193]
[folio, [72.0, 71.0, 177.0, 18.0], shoonya_4sPE8HED45QY0Q, 5694193]
[folio, [72.0, 89.0, 177.0, 18.0], shoonya_4sPE8HED45QY0Q, 5694193]
[folio, [72.0, 107.0, 177.0, 18.0], shoonya_4sPE8HED45QY0Q, 5694193]
[folio, [72.0, 125.0, 177.0, 18.0], shoonya_4sPE8HED45QY0Q, 5694193]
[folio, [72.0, 143.0, 177.0, 18.0], shoonya_4sPE8HED45QY0Q, 5694193]
[paragraph, [415.0, 177.0, 324.0, 18.0], NUFnbhHw1i, 5694193]
[paragraph, [415.0, 195.0, 324.0, 18.0], NUFnbhHw1i, 5694193]
[paragraph, [415.0, 213.0, 324.0, 18.0], NUFnbhHw1i, 5694193]
[paragraph, [415.0, 231.0, 324.0, 18.0], NUFnbhHw1i, 5694193]
[paragraph, [751.0, 180.0, 320.0, 18.0], V9pG-cGpk6, 5694193]
[paragraph, [751.0, 198.0, 320.0, 18.0], V9pG-cGpk6, 5694193]
[paragraph, [751.0, 216.0, 320.0, 18.0], V9pG-cGpk6, 5694193]
[paragraph, [69.0, 182.0, 332.0, 18.0], Cvxv0JleBT, 5694193]
[paragraph, [69.0, 200.0, 332.0, 18.0], Cvxv0JleBT, 5694193]
[paragraph, [69.0, 218.0, 332.0, 18.0], Cvxv0JleBT, 5694193]
[paragraph, [745.0, 243.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 261.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 279.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 297.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 315.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 333.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 351.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 369.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 387.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 405.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 423.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 441.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [745.0, 459.0, 338.0, 18.0], shoonya_7sB6D6OQS8L23D, 5694193]
[paragraph, [74.0, 244.0, 324.0, 18.0], gMW87OWxB8, 5694193]
[paragraph, [74.0, 262.0, 324.0, 18.0], gMW87OWxB8, 5694193]
[paragraph, [74.0, 280.0, 324.0, 18.0], gMW87OWxB8, 5694193]
[paragraph, [74.0, 298.0, 324.0, 18.0], gMW87OWxB8, 5694193]
[paragraph, [409.0, 271.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 289.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 307.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 325.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 343.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 361.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 379.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 397.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 415.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 433.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [409.0, 451.0, 327.0, 18.0], y09cS0WD5R, 5694193]
[paragraph, [72.0, 324.0, 327.0, 18.0], 5XbLRU1Qbx, 5694193]
[paragraph, [72.0, 342.0, 327.0, 18.0], 5XbLRU1Qbx, 5694193]
[paragraph, [72.0, 360.0, 327.0, 18.0], 5XbLRU1Qbx, 5694193]
[paragraph, [72.0, 378.0, 327.0, 18.0], 5XbLRU1Qbx, 5694193]
[paragraph, [72.0, 396.0, 327.0, 18.0], 5XbLRU1Qbx, 5694193]
[paragraph, [73.0, 435.0, 329.0, 18.0], shoonya_5s72EQM8VYIPWO, 5694193]
[paragraph, [73.0, 453.0, 329.0, 18.0], shoonya_5s72EQM8VYIPWO, 5694193]
[paragraph, [73.0, 471.0, 329.0, 18.0], shoonya_5s72EQM8VYIPWO, 5694193]
[paragraph, [73.0, 489.0, 329.0, 18.0], shoonya_5s72EQM8VYIPWO, 5694193]
[paragraph, [73.0, 507.0, 329.0, 18.0], shoonya_5s72EQM8VYIPWO, 5694193]
[paragraph, [73.0, 525.0, 329.0, 18.0], shoonya_5s72EQM8VYIPWO, 5694193]
[paragraph, [73.0, 543.0, 329.0, 18.0], shoonya_5s72EQM8VYIPWO, 5694193]
[paragraph, [411.0, 489.0, 327.0, 18.0], shoonya_3sW4DTS6P5GLFZ, 5694193]
[paragraph, [411.0, 507.0, 327.0, 18.0], shoonya_3sW4DTS6P5GLFZ, 5694193]
[paragraph, [745.0, 496.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 514.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 532.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 550.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 568.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 586.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 604.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 622.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 640.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 658.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [745.0, 676.0, 335.0, 18.0], zIT3wflCkK, 5694193]
[paragraph, [410.0, 546.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [410.0, 564.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [410.0, 582.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [410.0, 600.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [410.0, 618.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [410.0, 636.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [410.0, 654.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [410.0, 672.0, 324.0, 18.0], shoonya_8sASAYT5BB4JQI, 5694193]
[paragraph, [69.0, 570.0, 333.0, 18.0], shoonya_0sVMSYLNDCTQWY, 5694193]
[paragraph, [69.0, 588.0, 333.0, 18.0], shoonya_0sVMSYLNDCTQWY, 5694193]
[paragraph, [69.0, 606.0, 333.0, 18.0], shoonya_0sVMSYLNDCTQWY, 5694193]
[paragraph, [69.0, 624.0, 333.0, 18.0], shoonya_0sVMSYLNDCTQWY, 5694193]
[paragraph, [69.0, 642.0, 333.0, 18.0], shoonya_0sVMSYLNDCTQWY, 5694193]
[paragraph, [69.0, 660.0, 333.0, 18.0], shoonya_0sVMSYLNDCTQWY, 5694193]
