[1650, 1275]
[paragraph, [249.0, 113.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [249.0, 149.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [249.0, 185.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [249.0, 221.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [249.0, 257.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [249.0, 293.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [249.0, 329.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [249.0, 365.0, 872.0, 36.0], shoonya_1sXT6LOFV0EL7G, 5713904]
[paragraph, [270.0, 415.0, 821.0, 36.0], shoonya_4sDG3QO2DYSMIF, 5713904]
[paragraph, [270.0, 451.0, 821.0, 36.0], shoonya_4sDG3QO2DYSMIF, 5713904]
[paragraph, [270.0, 487.0, 821.0, 36.0], shoonya_4sDG3QO2DYSMIF, 5713904]
[paragraph, [270.0, 523.0, 821.0, 36.0], shoonya_4sDG3QO2DYSMIF, 5713904]
[paragraph, [270.0, 559.0, 821.0, 36.0], shoonya_4sDG3QO2DYSMIF, 5713904]
[paragraph, [270.0, 595.0, 821.0, 36.0], shoonya_4sDG3QO2DYSMIF, 5713904]
[paragraph, [270.0, 631.0, 821.0, 36.0], shoonya_4sDG3QO2DYSMIF, 5713904]
[paragraph, [463.0, 699.0, 471.0, 36.0], shoonya_5s0OCVGVASJHAX, 5713904]
[paragraph, [463.0, 735.0, 471.0, 36.0], shoonya_5s0OCVGVASJHAX, 5713904]
[paragraph, [463.0, 771.0, 471.0, 36.0], shoonya_5s0OCVGVASJHAX, 5713904]
[paragraph, [463.0, 807.0, 471.0, 36.0], shoonya_5s0OCVGVASJHAX, 5713904]
[paragraph, [463.0, 843.0, 471.0, 36.0], shoonya_5s0OCVGVASJHAX, 5713904]
[paragraph, [274.0, 922.0, 820.0, 36.0], shoonya_3sP1CYGPHSEW52, 5713904]
[paragraph, [274.0, 958.0, 820.0, 36.0], shoonya_3sP1CYGPHSEW52, 5713904]
[paragraph, [274.0, 994.0, 820.0, 36.0], shoonya_3sP1CYGPHSEW52, 5713904]
[paragraph, [274.0, 1030.0, 820.0, 36.0], shoonya_3sP1CYGPHSEW52, 5713904]
[paragraph, [274.0, 1066.0, 820.0, 36.0], shoonya_3sP1CYGPHSEW52, 5713904]
[paragraph, [274.0, 1102.0, 820.0, 36.0], shoonya_3sP1CYGPHSEW52, 5713904]
[paragraph, [274.0, 1138.0, 820.0, 36.0], shoonya_3sP1CYGPHSEW52, 5713904]
[paragraph, [261.0, 1254.0, 851.0, 36.0], shoonya_2s9IA9KWBAEBQE, 5713904]
[paragraph, [261.0, 1290.0, 851.0, 36.0], shoonya_2s9IA9KWBAEBQE, 5713904]
[paragraph, [261.0, 1326.0, 851.0, 36.0], shoonya_2s9IA9KWBAEBQE, 5713904]
[paragraph, [261.0, 1362.0, 851.0, 36.0], shoonya_2s9IA9KWBAEBQE, 5713904]
[paragraph, [261.0, 1398.0, 851.0, 36.0], shoonya_2s9IA9KWBAEBQE, 5713904]
[paragraph, [261.0, 1434.0, 851.0, 36.0], shoonya_2s9IA9KWBAEBQE, 5713904]
