[2339, 1656]
[paragraph, [174.0, 186.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 222.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 258.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 294.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 330.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 366.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 402.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 438.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 474.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 510.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 546.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 582.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 618.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 654.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 690.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 726.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 762.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 798.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 834.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 870.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 906.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 942.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 978.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 1014.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 1050.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 1086.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 1122.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 1158.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 1194.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [174.0, 1230.0, 1308.0, 36.0], shoonya_1sTECY9HSH5GAU, 5730675]
[paragraph, [177.0, 1294.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1330.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1366.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1402.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1438.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1474.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1510.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1546.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1582.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1618.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1654.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1690.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1726.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1762.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1798.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1834.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1870.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1906.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1942.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 1978.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 2014.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 2050.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
[paragraph, [177.0, 2086.0, 1293.0, 36.0], shoonya_0s1XODYITDP3DI, 5730675]
