[2200, 1700]
[paragraph, [299.0, 61.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 97.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 133.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 169.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 205.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 241.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 277.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 313.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 349.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 385.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 421.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 457.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 493.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 529.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 565.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 601.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 637.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 673.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 709.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 745.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 781.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 817.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 853.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 889.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 925.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 961.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 997.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1033.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1069.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1105.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1141.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1177.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1213.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1249.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1285.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1321.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1357.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1393.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1429.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1465.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1501.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1537.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1573.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1609.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
[paragraph, [299.0, 1645.0, 1160.0, 36.0], shoonya_0sHBZO8RUU6RP2, 5731637]
