[1230, 750]
[chapter-title, [143.0, 221.0, 489.0, 30.0], R3abzkmPOR, 6470118]
[chapter-title, [143.0, 251.0, 489.0, 30.0], R3abzkmPOR, 6470118]
[paragraph, [93.0, 410.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 428.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 446.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 464.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 482.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 500.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 518.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 536.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 554.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 572.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 590.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[paragraph, [93.0, 608.0, 589.0, 18.0], ASmpmWGaHr, 6470118]
[ordered-list, [148.0, 637.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 655.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 673.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 691.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 709.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 727.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 745.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 763.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 781.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 799.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 817.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 835.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 853.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[ordered-list, [148.0, 871.0, 535.0, 18.0], AWqGRK0O-5, 6470118]
[paragraph, [94.0, 924.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 942.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 960.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 978.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 996.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 1014.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 1032.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 1050.0, 591.0, 18.0], -liCp_dSg8, 6470118]
[paragraph, [94.0, 1068.0, 591.0, 18.0], -liCp_dSg8, 6470118]
