[1763, 1275]
[section-title, [140.0, 154.0, 722.0, 49.5], shoonya_3sR9G6Z8MRLX0J, 5713033]
[contact-info, [101.0, 241.0, 771.0, 36.0], BfQJhhWllv, 5713033]
[contact-info, [101.0, 277.0, 771.0, 36.0], BfQJhhWllv, 5713033]
[contact-info, [101.0, 313.0, 771.0, 36.0], BfQJhhWllv, 5713033]
[contact-info, [101.0, 349.0, 771.0, 36.0], BfQJhhWllv, 5713033]
[contact-info, [101.0, 385.0, 771.0, 36.0], BfQJhhWllv, 5713033]
[contact-info, [101.0, 421.0, 771.0, 36.0], BfQJhhWllv, 5713033]
[section-title, [383.0, 687.0, 467.0, 49.5], shoonya_5sES05LI3F5JTH, 5713033]
[paragraph, [79.0, 912.0, 1073.0, 36.0], shoonya_2s3MFDLEBCA9NE, 5713033]
[paragraph, [79.0, 948.0, 1073.0, 36.0], shoonya_2s3MFDLEBCA9NE, 5713033]
[paragraph, [79.0, 984.0, 1073.0, 36.0], shoonya_2s3MFDLEBCA9NE, 5713033]
[figure-caption, [236.0, 1341.0, 800.0, 36.0], U1wtvUJdVi, 5713033]
[figure-caption, [236.0, 1377.0, 800.0, 36.0], U1wtvUJdVi, 5713033]
[figure-caption, [236.0, 1413.0, 800.0, 36.0], U1wtvUJdVi, 5713033]
[figure-caption, [236.0, 1449.0, 800.0, 36.0], U1wtvUJdVi, 5713033]
[figure-caption, [236.0, 1485.0, 800.0, 36.0], U1wtvUJdVi, 5713033]
[contact-info, [762.0, 1541.0, 373.0, 36.0], EdtXjJvWlP, 5713033]
[contact-info, [762.0, 1577.0, 373.0, 36.0], EdtXjJvWlP, 5713033]
[contact-info, [762.0, 1613.0, 373.0, 36.0], EdtXjJvWlP, 5713033]
[contact-info, [115.0, 1549.0, 490.0, 36.0], JXcTeeMfSZ, 5713033]
[contact-info, [115.0, 1585.0, 490.0, 36.0], JXcTeeMfSZ, 5713033]
[contact-info, [681.0, 1663.0, 432.0, 36.0], TUQdjlJbuH, 5713033]
